dataset,N,N_indexed,method,attack,frac,seed,recon_f1,recon_em,distinguish_auc
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.4,9,0.368426,0.054767,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.4,9,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,0,0.426797,0.065834,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,0,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,1,0.421687,0.075145,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,1,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,2,0.416757,0.070701,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,2,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,3,0.412887,0.065308,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,3,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,4,0.473773,0.058758,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,4,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,5,0.406578,0.068682,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,5,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,6,0.428874,0.049796,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,6,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,7,0.406689,0.074321,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,7,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,8,0.442096,0.074987,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,8,,,0.865
MS-MARCO-RBAC,8000000,8000000,Post-filter,A1_reconstruction,0.5,9,0.439648,0.083825,
MS-MARCO-RBAC,8000000,8000000,Post-filter,A2_distinguishing,0.5,9,,,0.865
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,0,0.384215,0.037167,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,0,,,0.595052
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,1,0.33917,0.038531,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,1,,,0.575513
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,2,0.321196,0.044151,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,2,,,0.563137
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,3,0.320303,0.043749,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,3,,,0.562095
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,4,0.332748,0.036294,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,4,,,0.560698
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,5,0.331445,0.0428,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,5,,,0.566397
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,6,0.36928,0.030743,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,6,,,0.576411
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,7,0.33683,0.045437,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,7,,,0.563685
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,8,0.378775,0.03661,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,8,,,0.588913
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.1,9,0.303768,0.048561,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.1,9,,,0.547683
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,0,0.34089,0.060645,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,0,,,0.579282
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,1,0.367172,0.034672,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,1,,,0.597138
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,2,0.399954,0.053892,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,2,,,0.609743
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,3,0.399282,0.050328,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,3,,,0.612418
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,4,0.364127,0.054555,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,4,,,0.588313
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,5,0.348594,0.032273,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,5,,,0.584967
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,6,0.360986,0.03915,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,6,,,0.580579
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,7,0.395729,0.04835,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,7,,,0.611666
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,8,0.358779,0.044355,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,8,,,0.586293
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.2,9,0.378311,0.026987,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.2,9,,,0.599125
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,0,0.410764,0.054646,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,0,,,0.619074
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,1,0.386153,0.065679,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,1,,,0.602471
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,2,0.401165,0.045048,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,2,,,0.614983
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,3,0.403844,0.040659,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,3,,,0.613021
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,4,0.361611,0.051246,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,4,,,0.58875
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,5,0.417583,0.0667,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,5,,,0.625536
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,6,0.392536,0.036867,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,6,,,0.608438
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,7,0.438764,0.068789,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,7,,,0.646086
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,8,0.393057,0.071838,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,8,,,0.607327
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.3,9,0.355362,0.053919,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.3,9,,,0.596584
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,0,0.364371,0.062408,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,0,,,0.60215
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,1,0.425097,0.050437,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,1,,,0.637608
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,2,0.408025,0.076108,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,2,,,0.629302
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,3,0.402939,0.056898,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,3,,,0.624648
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,4,0.392097,0.057704,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,4,,,0.61958
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,5,0.436066,0.056817,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,5,,,0.640945
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,6,0.402069,0.040101,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,6,,,0.623821
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,7,0.42438,0.04608,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,7,,,0.635714
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,8,0.429425,0.046904,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,8,,,0.639124
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.4,9,0.432417,0.060098,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.4,9,,,0.644745
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,0,0.402944,0.068908,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,0,,,0.634291
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,1,0.410974,0.055964,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,1,,,0.634038
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,2,0.408384,0.052029,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,2,,,0.639825
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,3,0.45209,0.07469,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,3,,,0.657857
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,4,0.408252,0.061633,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,4,,,0.639875
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,5,0.466833,0.039272,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,5,,,0.669243
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,6,0.428341,0.064951,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,6,,,0.647911
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,7,0.35287,0.056511,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,7,,,0.604753
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,8,0.39271,0.048109,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,8,,,0.626559
MS-MARCO-RBAC,8000000,8000000,ACORN,A1_reconstruction,0.5,9,0.459768,0.066632,
MS-MARCO-RBAC,8000000,8000000,ACORN,A2_distinguishing,0.5,9,,,0.666266
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,0,0.394508,0.050367,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,0,,,0.591642
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,1,0.348505,0.038005,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,1,,,0.565627
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,2,0.367275,0.039249,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,2,,,0.575726
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,3,0.399389,0.028199,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,3,,,0.592244
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,4,0.33389,0.052812,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,4,,,0.563398
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,5,0.315416,0.036489,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,5,,,0.544673
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,6,0.351488,0.046351,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,6,,,0.56459
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,7,0.364708,0.048259,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,7,,,0.577323
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,8,0.36129,0.034674,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,8,,,0.569167
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.1,9,0.389152,0.056436,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.1,9,,,0.588893
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,0,0.402775,0.059558,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,0,,,0.60377
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,1,0.390222,0.039651,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,1,,,0.593164
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,2,0.34569,0.055183,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,2,,,0.563288
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,3,0.376396,0.058928,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,3,,,0.583467
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,4,0.409595,0.035538,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,4,,,0.601171
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,5,0.357194,0.056224,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,5,,,0.573876
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,6,0.390909,0.053856,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,6,,,0.594324
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,7,0.375298,0.053619,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,7,,,0.585082
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,8,0.349279,0.050131,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,8,,,0.57431
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.2,9,0.383877,0.039476,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.2,9,,,0.583652
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,0,0.394715,0.044304,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,0,,,0.599813
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,1,0.379415,0.064687,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,1,,,0.586462
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,2,0.342543,0.047781,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,2,,,0.572759
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,3,0.408315,0.05506,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,3,,,0.606351
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,4,0.373514,0.048541,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,4,,,0.58671
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,5,0.405328,0.031851,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,5,,,0.606518
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,6,0.378556,0.045272,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,6,,,0.585521
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,7,0.389719,0.048865,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,7,,,0.602338
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,8,0.407322,0.039762,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,8,,,0.609248
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.3,9,0.387471,0.056022,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.3,9,,,0.59893
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,0,0.420907,0.061662,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,0,,,0.622036
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,1,0.370116,0.071795,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,1,,,0.587273
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,2,0.383592,0.037691,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,2,,,0.599309
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,3,0.410724,0.042607,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,3,,,0.609816
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,4,0.426205,0.068371,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,4,,,0.623643
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,5,0.400245,0.065066,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,5,,,0.603087
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,6,0.426246,0.073328,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,6,,,0.620586
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,7,0.363327,0.049819,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,7,,,0.589887
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,8,0.383633,0.054095,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,8,,,0.597667
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.4,9,0.348692,0.070276,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.4,9,,,0.57756
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,0,0.426806,0.058642,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,0,,,0.634178
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,1,0.480814,0.07492,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,1,,,0.659167
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,2,0.443632,0.064176,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,2,,,0.638722
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,3,0.437455,0.085025,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,3,,,0.630295
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,4,0.409233,0.063517,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,4,,,0.621178
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,5,0.444086,0.070104,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,5,,,0.639554
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,6,0.444399,0.07477,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,6,,,0.634856
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,7,0.443913,0.068929,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,7,,,0.632171
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,8,0.424239,0.050889,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,8,,,0.622938
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A1_reconstruction,0.5,9,0.4248,0.061187,
MS-MARCO-RBAC,8000000,8000000,HoneyBee,A2_distinguishing,0.5,9,,,0.620806
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,0,0.334448,0.049506,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,0,,,0.611563
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,1,0.366967,0.051286,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,1,,,0.630901
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,2,0.378778,0.041428,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,2,,,0.634402
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,3,0.345839,0.036926,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,3,,,0.613299
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,4,0.408384,0.05529,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,4,,,0.655371
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,5,0.321613,0.052726,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,5,,,0.599043
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,6,0.288619,0.045074,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,6,,,0.581325
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,7,0.368863,0.047835,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,7,,,0.63412
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,8,0.367312,0.039071,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,8,,,0.621892
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.1,9,0.344543,0.068108,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.1,9,,,0.619814
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,0,0.361626,0.040931,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,0,,,0.645871
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,1,0.367899,0.051909,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,1,,,0.642902
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,2,0.369019,0.025896,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,2,,,0.648236
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,3,0.332015,0.045333,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,3,,,0.624655
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,4,0.418259,0.033334,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,4,,,0.676414
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,5,0.404392,0.045659,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,5,,,0.667118
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,6,0.377457,0.042424,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,6,,,0.657332
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,7,0.386625,0.029133,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,7,,,0.659197
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,8,0.390378,0.034899,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,8,,,0.660279
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.2,9,0.329207,0.04832,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.2,9,,,0.631432
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,0,0.378333,0.058322,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.3,0,,,0.672072
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,1,0.375358,0.053575,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.3,1,,,0.657924
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,2,0.352186,0.065905,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.3,2,,,0.654031
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,3,0.412907,0.041396,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.3,3,,,0.692919
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,4,0.395827,0.044627,
MS-MARCO-RBAC,8000000,8000000,SPFresh,A2_distinguishing,0.3,4,,,0.683431
MS-MARCO-RBAC,8000000,8000000,SPFresh,A1_reconstruction,0.3,5,0.381125,0.039733,
