dataset,N,N_indexed,method,pattern,frac,seed,result_leak,drift10,recall10,recall_oracle10
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,7,0.0,0.038955,0.951027,0.983741
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,8,0.0,0.030457,0.942181,0.978737
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.4,9,0.0,0.030961,0.94058,0.978717
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,0,0.0,0.06987,0.962389,0.980772
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,1,0.0,0.067191,0.963021,0.980255
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,2,0.0,0.07339,0.966611,0.982743
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,3,0.0,0.070446,0.963885,0.980915
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,4,0.0,0.065037,0.962153,0.981343
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,5,0.0,0.074367,0.95716,0.980554
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,6,0.0,0.07075,0.962392,0.980495
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,7,0.0,0.071337,0.964781,0.985396
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,8,0.0,0.072435,0.962913,0.981318
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.4,9,0.0,0.071935,0.963246,0.981146
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,0,0.0,0.014269,0.978234,0.984407
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,1,0.0,0.006857,0.97668,0.981461
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,2,0.0,0.003402,0.982589,0.981542
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,3,0.0,0.004823,0.973952,0.97963
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,4,0.0,0.006237,0.980599,0.98296
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,5,0.0,0.00125,0.981001,0.98462
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,6,0.0,0.006597,0.978693,0.982321
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,7,0.0,0.00216,0.978537,0.979085
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,8,0.0,0.005015,0.977114,0.982372
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.4,9,0.0,0.00674,0.974077,0.981086
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,0,0.0,0.062779,0.966171,0.987668
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,1,0.0,0.058659,0.961838,0.984439
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,2,0.0,0.062723,0.961242,0.980697
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,3,0.0,0.061175,0.961388,0.983406
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,4,0.0,0.059336,0.96264,0.983298
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,5,0.0,0.065269,0.95847,0.979713
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,6,0.0,0.06197,0.958868,0.980842
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,7,0.0,0.06047,0.963919,0.984569
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,8,0.0,0.062122,0.962446,0.983121
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.4,9,0.0,0.062856,0.960341,0.983173
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,0,0.0,0.056788,0.968416,0.986437
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,1,0.0,0.052645,0.96282,0.980912
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,2,0.0,0.049037,0.964282,0.98176
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,3,0.0,0.055269,0.959822,0.97954
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,4,0.0,0.051213,0.964733,0.982093
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,5,0.0,0.05149,0.960525,0.980783
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,6,0.0,0.057042,0.958202,0.98037
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,7,0.0,0.054806,0.962893,0.97788
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,8,0.0,0.051767,0.961861,0.980803
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.4,9,0.0,0.054293,0.964136,0.980344
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,0,0.0,0.094256,0.952777,0.979841
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,1,0.0,0.09323,0.959919,0.985242
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,2,0.0,0.090059,0.955111,0.980979
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,3,0.0,0.095678,0.955373,0.982456
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,4,0.0,0.094977,0.956723,0.982004
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,5,0.0,0.091779,0.956489,0.984201
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,6,0.0,0.094984,0.953953,0.981858
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,7,0.0,0.092209,0.953457,0.982354
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,8,0.0,0.086943,0.954926,0.981828
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.4,9,0.0,0.093408,0.954764,0.979663
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,0,0.0,0.0,0.985181,0.985181
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,1,0.0,0.0,0.983223,0.983223
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,2,0.0,0.0,0.981513,0.981513
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,3,0.0,0.0,0.984934,0.984934
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,4,0.0,0.0,0.981188,0.981188
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,5,0.0,0.0,0.981582,0.981582
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,6,0.0,0.0,0.98264,0.98264
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,7,0.0,0.0,0.984808,0.984808
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,8,0.0,0.0,0.981231,0.981231
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.4,9,0.0,0.0,0.983213,0.983213
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,0,0.0,0.178117,0.943121,0.981323
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,1,0.0,0.173471,0.943102,0.981791
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,2,0.0,0.17524,0.941512,0.980753
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,3,0.0,0.177186,0.940658,0.981226
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,4,0.0,0.173356,0.94494,0.984068
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,5,0.0,0.170094,0.940799,0.981859
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,6,0.0,0.174692,0.942531,0.981812
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,7,0.0,0.178559,0.937956,0.981157
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,8,0.0,0.17304,0.945104,0.982394
LegalBench-RAG,1200000,1200000,Tombstone,cluster,0.5,9,0.0,0.18466,0.941622,0.982662
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,0,0.0,0.191642,0.940621,0.983401
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,1,0.0,0.183108,0.932396,0.978587
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,2,0.0,0.202496,0.93869,0.983505
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,3,0.0,0.191188,0.938418,0.984139
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,4,0.0,0.193988,0.936545,0.983834
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,5,0.0,0.185196,0.939049,0.98109
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,6,0.0,0.191832,0.93873,0.981026
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,7,0.0,0.187614,0.938739,0.981524
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,8,0.0,0.186748,0.935268,0.982778
LegalBench-RAG,1200000,1200000,Post-filter,cluster,0.5,9,0.0,0.186006,0.940106,0.984232
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,0,0.0,0.007385,0.97555,0.978706
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,1,0.0,0.011924,0.977516,0.983876
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,2,0.0,0.005264,0.976653,0.982925
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,3,0.0,0.00766,0.976402,0.979654
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,4,0.0,0.011119,0.978061,0.98325
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,5,0.0,0.013134,0.978483,0.983401
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,6,0.0,0.008957,0.977843,0.983404
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,7,0.0,0.018044,0.976542,0.980426
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,8,0.0,0.008744,0.978093,0.98223
LegalBench-RAG,1200000,1200000,Lethe,cluster,0.5,9,0.0,0.016336,0.977725,0.98438
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,0,0.0,0.061113,0.925298,0.979641
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,1,0.0,0.057266,0.919823,0.981582
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,2,0.0,0.057234,0.925246,0.983276
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,3,0.0,0.066013,0.928031,0.98217
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,4,0.0,0.057888,0.925291,0.982027
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,5,0.0,0.061273,0.926966,0.98309
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,6,0.0,0.061324,0.929255,0.983307
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,7,0.0,0.066336,0.923005,0.977926
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,8,0.0,0.057499,0.924351,0.980833
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,cluster,0.5,9,0.0,0.062868,0.926857,0.982259
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,0,0.0,0.161933,0.955736,0.982586
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,1,0.0,0.159323,0.952945,0.981444
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,2,0.0,0.167677,0.953252,0.980942
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,3,0.0,0.166964,0.954377,0.982404
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,4,0.0,0.170049,0.959344,0.984839
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,5,0.0,0.168784,0.960608,0.985236
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,6,0.0,0.163305,0.953299,0.981701
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,7,0.0,0.165487,0.955642,0.982851
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,8,0.0,0.163368,0.955519,0.982642
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,cluster,0.5,9,0.0,0.170525,0.951138,0.977634
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,0,0.0,0.041654,0.942281,0.979761
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,1,0.0,0.039769,0.945406,0.983728
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,2,0.0,0.041907,0.943921,0.982465
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,3,0.0,0.041748,0.943109,0.981481
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,4,0.0,0.042567,0.947931,0.982922
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,5,0.0,0.042855,0.94238,0.982025
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,6,0.0,0.037131,0.942881,0.981099
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,7,0.0,0.047996,0.945855,0.980841
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,8,0.0,0.040471,0.944732,0.983513
LegalBench-RAG,1200000,1200000,Physical-delete,cluster,0.5,9,0.0,0.046876,0.948675,0.985463
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,0,0.0,0.082869,0.963628,0.981853
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,1,0.0,0.085022,0.96727,0.98372
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,2,0.0,0.092592,0.965464,0.983289
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,3,0.0,0.080074,0.962533,0.983018
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,4,0.0,0.091457,0.960939,0.979178
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,5,0.0,0.087884,0.961881,0.978787
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,6,0.0,0.083179,0.963633,0.981688
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,7,0.0,0.082322,0.964329,0.984094
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,8,0.0,0.084887,0.962635,0.980255
LegalBench-RAG,1200000,1200000,Periodic-rebuild,cluster,0.5,9,0.0,0.08093,0.96251,0.979737
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,0,0.0,0.0,0.979532,0.981256
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,1,0.0,0.003045,0.978418,0.982642
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,2,0.0,0.010553,0.980868,0.984186
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,3,0.0,0.001222,0.977163,0.981527
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,4,0.0,0.010962,0.974278,0.983137
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,5,0.0,0.004404,0.977395,0.982092
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,6,0.0,0.000486,0.97436,0.980869
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,7,0.0,0.001429,0.980218,0.981131
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,8,0.0,0.005726,0.978801,0.983399
LegalBench-RAG,1200000,1200000,Per-role-index,cluster,0.5,9,0.0,0.006388,0.975832,0.980034
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,0,0.0,0.069099,0.964148,0.9843
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,1,0.0,0.07707,0.961059,0.98016
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,2,0.0,0.074204,0.959755,0.98109
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,3,0.0,0.070239,0.958098,0.979501
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,4,0.0,0.077202,0.961222,0.981447
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,5,0.0,0.067422,0.959452,0.979036
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,6,0.0,0.076372,0.960002,0.982499
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,7,0.0,0.070564,0.963629,0.981998
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,8,0.0,0.081702,0.961311,0.984091
LegalBench-RAG,1200000,1200000,ACORN,cluster,0.5,9,0.0,0.066859,0.962392,0.984163
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,0,0.0,0.057296,0.96022,0.979543
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,1,0.0,0.062226,0.965798,0.98746
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,2,0.0,0.064653,0.959705,0.98013
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,3,0.0,0.061481,0.97201,0.985457
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,4,0.0,0.057766,0.967047,0.984039
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,5,0.0,0.052834,0.960071,0.98061
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,6,0.0,0.065138,0.969061,0.985467
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,7,0.0,0.058127,0.960614,0.977576
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,8,0.0,0.060186,0.963584,0.98051
LegalBench-RAG,1200000,1200000,HoneyBee,cluster,0.5,9,0.0,0.06621,0.966121,0.984071
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,0,0.0,0.104951,0.959492,0.984785
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,1,0.0,0.103659,0.95197,0.982436
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,2,0.0,0.107453,0.958069,0.982353
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,3,0.0,0.113212,0.956048,0.983478
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,4,0.0,0.110628,0.953472,0.980687
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,5,0.0,0.103943,0.953506,0.980675
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,6,0.0,0.112241,0.955091,0.980622
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,7,0.0,0.107474,0.956288,0.983258
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,8,0.0,0.104596,0.947317,0.981098
LegalBench-RAG,1200000,1200000,SPFresh,cluster,0.5,9,0.0,0.112285,0.954317,0.981378
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,0,0.0,0.0,0.982197,0.982197
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,1,0.0,0.0,0.979186,0.979186
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,2,0.0,0.0,0.981986,0.981986
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,3,0.0,0.0,0.980146,0.980146
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,4,0.0,0.0,0.980839,0.980839
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,5,0.0,0.0,0.982848,0.982848
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,6,0.0,0.0,0.978048,0.978048
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,7,0.0,0.0,0.984677,0.984677
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,8,0.0,0.0,0.981406,0.981406
LegalBench-RAG,1200000,1200000,Oracle,cluster,0.5,9,0.0,0.0,0.980329,0.980329
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,0,0.0,0.0,0.947069,0.982357
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,1,0.0,0.0,0.948205,0.986381
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,2,0.0,0.0,0.946853,0.987101
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,3,0.0,0.0,0.940931,0.980813
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,4,0.0,0.0,0.945507,0.981801
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,5,0.0,0.0,0.941222,0.98036
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,6,0.0,0.0,0.940238,0.981056
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,7,0.0,0.0,0.944472,0.981639
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,8,0.0,0.0,0.941834,0.980921
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.0,9,0.0,0.0,0.945188,0.983892
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,0,0.0,0.0,0.940575,0.984331
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,1,0.0,0.0,0.933151,0.980234
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,2,0.0,0.0,0.939551,0.979573
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,3,0.0,0.0,0.939612,0.981736
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,4,0.0,0.0,0.93741,0.983202
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,5,0.0,0.0,0.941799,0.983346
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,6,0.0,0.0,0.939652,0.983503
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,7,0.0,0.0,0.939378,0.981858
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,8,0.0,0.0,0.939803,0.981578
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.0,9,0.0,0.0,0.937066,0.982583
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,0,0.0,0.0,0.974861,0.981508
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,1,0.0,0.0,0.975813,0.982733
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,2,0.0,0.0,0.97541,0.979816
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,3,0.0,0.0,0.976764,0.98173
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,4,0.0,0.0,0.979032,0.980965
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,5,0.0,0.0,0.978261,0.982586
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,6,0.0,0.0,0.97831,0.981714
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,7,0.0,0.0,0.979944,0.983101
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,8,0.0,0.0,0.975371,0.982231
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.0,9,0.0,0.0,0.979754,0.983142
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,0,0.0,0.0,0.928934,0.981791
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,1,0.0,0.0,0.930512,0.981992
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,2,0.0,0.0,0.922173,0.97941
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,3,0.0,0.0,0.925054,0.981928
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,4,0.0,0.0,0.927413,0.98328
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,5,0.0,0.0,0.92112,0.979081
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,6,0.0,0.0,0.927312,0.983221
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,7,0.0,0.0,0.926977,0.982616
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,8,0.0,0.0,0.926092,0.980694
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.0,9,0.0,0.0,0.924589,0.982181
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,0,0.0,0.0,0.955744,0.980778
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,1,0.0,0.0,0.95666,0.982052
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,2,0.0,0.0,0.958823,0.982666
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,3,0.0,0.0,0.955072,0.98076
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,4,0.0,0.0,0.954184,0.981502
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,5,0.0,0.0,0.956977,0.981794
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,6,0.0,0.0,0.955812,0.983205
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,7,0.0,0.0,0.959892,0.983687
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,8,0.0,0.0,0.952901,0.980281
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.0,9,0.0,0.0,0.960418,0.982803
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,0,0.0,0.0,0.950475,0.982991
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,1,0.0,0.0,0.94425,0.982318
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,2,0.0,0.0,0.943784,0.983336
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,3,0.0,0.0,0.945728,0.980859
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,4,0.0,0.0,0.945693,0.982079
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,5,0.0,0.0,0.948834,0.982538
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,6,0.0,0.0,0.943364,0.981485
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,7,0.0,0.0,0.946908,0.982012
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,8,0.0,0.0,0.944802,0.982404
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.0,9,0.0,0.0,0.943127,0.983658
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,0,0.0,0.0,0.964399,0.97886
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,1,0.0,0.0,0.962695,0.981836
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,2,0.0,0.0,0.960924,0.979643
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,3,0.0,0.0,0.962479,0.982095
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,4,0.0,0.0,0.964479,0.980702
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,5,0.0,0.0,0.964438,0.979615
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,6,0.0,0.0,0.962888,0.982521
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,7,0.0,0.0,0.971021,0.981791
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,8,0.0,0.0,0.963141,0.980121
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.0,9,0.0,0.0,0.965091,0.982133
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.0,0,0.0,0.0,0.978879,0.983962
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.0,1,0.0,0.0,0.978455,0.980688
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.0,2,0.0,0.0,0.97767,0.984277
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.0,3,0.0,0.0,0.97882,0.981608
