dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
LegalBench-RAG,1200000,1200000,bridge,0.3,0,lethe-pruned-bypass,0.517535,0.994971,3.416149,16.343212,15.892346,0.96,0.971262,15611,5.568456,0
LegalBench-RAG,1200000,1200000,bridge,0.3,1,lethe-pruned-bypass,0.526619,0.986353,3.373827,15.086884,15.811572,0.96,0.965395,14442,5.483005,0
LegalBench-RAG,1200000,1200000,bridge,0.3,2,lethe-pruned-bypass,0.539744,0.98623,3.454122,15.643825,15.467942,0.96,0.968611,14735,5.449766,0
LegalBench-RAG,1200000,1200000,bridge,0.3,3,lethe-pruned-bypass,0.502194,0.987934,3.398432,16.192162,15.97022,0.96,0.965853,15288,5.7632,0
LegalBench-RAG,1200000,1200000,bridge,0.3,4,lethe-pruned-bypass,0.550616,0.984895,3.321732,16.045368,15.386161,0.96,0.981901,15845,5.735799,0
LegalBench-RAG,1200000,1200000,bridge,0.3,0,lethe-full-bypass,0.606259,0.99056,3.347494,15.850702,14.921269,0.96,0.973269,14577,5.512822,0
LegalBench-RAG,1200000,1200000,bridge,0.3,1,lethe-full-bypass,0.541029,0.997583,3.305151,16.606143,15.652487,0.96,0.972356,14484,5.245329,0
LegalBench-RAG,1200000,1200000,bridge,0.3,2,lethe-full-bypass,0.612289,0.995795,3.324985,15.902825,16.043843,0.96,0.980957,14631,5.412943,0
LegalBench-RAG,1200000,1200000,bridge,0.3,3,lethe-full-bypass,0.609715,0.990768,3.375868,16.351854,15.682171,0.96,0.971232,15039,5.392276,0
LegalBench-RAG,1200000,1200000,bridge,0.3,4,lethe-full-bypass,0.632935,0.990329,3.267581,15.26086,15.033636,0.96,0.974804,14590,5.2718,0
LegalBench-RAG,1200000,1200000,bridge,0.3,0,no-bypass,0.373069,0.903574,4.379978,16.205418,15.439522,0.88,0.84363,17096,7.12394,0
LegalBench-RAG,1200000,1200000,bridge,0.3,1,no-bypass,0.367138,0.897944,4.436805,16.059998,15.848955,0.88,0.851878,18138,6.916756,0
LegalBench-RAG,1200000,1200000,bridge,0.3,2,no-bypass,0.33034,0.901109,4.341367,15.405586,16.240385,0.88,0.836527,19037,7.096165,0
LegalBench-RAG,1200000,1200000,bridge,0.3,3,no-bypass,0.337,0.897375,4.396813,16.157815,16.027854,0.88,0.842924,17771,7.214017,0
LegalBench-RAG,1200000,1200000,bridge,0.3,4,no-bypass,0.349567,0.899053,4.453256,15.19082,16.586918,0.88,0.85416,18336,7.028133,0
LegalBench-RAG,1200000,1200000,bridge,0.3,0,physical-delete-local-repair,0.45501,0.971766,3.832721,16.039315,16.781549,0.88,0.945265,16741,5.99853,0
LegalBench-RAG,1200000,1200000,bridge,0.3,1,physical-delete-local-repair,0.421638,0.972202,3.752794,16.203607,17.498,0.88,0.929204,16706,5.980738,0
LegalBench-RAG,1200000,1200000,bridge,0.3,2,physical-delete-local-repair,0.494404,0.967023,3.80287,15.402491,16.081853,0.88,0.938619,16504,5.937924,0
LegalBench-RAG,1200000,1200000,bridge,0.3,3,physical-delete-local-repair,0.438703,0.971532,3.782858,16.32636,15.771688,0.88,0.94116,16259,5.982399,0
LegalBench-RAG,1200000,1200000,bridge,0.3,4,physical-delete-local-repair,0.486533,0.969094,3.775529,15.648137,16.010905,0.88,0.934804,16472,6.112748,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,base-before-revocation,0.0,0.996983,3.140715,15.798509,16.328737,0.88,0.983601,14201,4.983272,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,base-before-revocation,0.0,0.998606,3.223861,15.402759,15.709389,0.88,0.983749,13917,5.224566,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,base-before-revocation,0.0,0.998975,3.19146,15.458224,15.992298,0.88,0.989302,13617,4.937978,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,base-before-revocation,0.0,0.994741,3.142569,16.523971,14.959073,0.88,0.993041,14384,4.975785,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,base-before-revocation,0.0,0.994483,3.149311,16.080848,16.156564,0.88,0.988417,13629,5.16828,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,oracle-rebuild-authorized,1.0,0.996976,3.277667,16.034217,16.043971,0.96,0.992809,14473,5.450842,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,oracle-rebuild-authorized,1.0,0.990701,3.151694,15.504203,16.459525,0.96,0.984676,13850,5.069207,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,oracle-rebuild-authorized,1.0,0.996793,3.141847,15.497199,15.73938,0.96,0.982225,15087,5.079383,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,oracle-rebuild-authorized,1.0,0.99571,3.152198,15.964481,15.288904,0.96,0.990603,14258,5.252739,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,oracle-rebuild-authorized,1.0,0.993789,3.226868,15.438176,16.550507,0.96,0.982554,13992,5.269516,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,lethe-pruned-bypass,0.541303,0.989182,3.485823,15.722015,16.136371,0.96,0.971484,14845,5.701863,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,lethe-pruned-bypass,0.513542,0.989965,3.428392,15.58996,17.07986,0.96,0.975912,14807,5.575746,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,lethe-pruned-bypass,0.551254,0.989431,3.454038,15.99103,15.733629,0.96,0.961171,14317,5.482044,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,lethe-pruned-bypass,0.50791,0.990134,3.387942,16.653665,16.128001,0.96,0.968924,14317,5.619228,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,lethe-pruned-bypass,0.522423,0.985654,3.440155,15.300791,16.353789,0.96,0.965355,14674,5.562849,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,lethe-full-bypass,0.634847,0.989402,3.29856,16.679091,16.797216,0.96,0.976718,14031,5.368704,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,lethe-full-bypass,0.622989,0.994512,3.365047,16.35719,15.551818,0.96,0.964955,14838,5.465894,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,lethe-full-bypass,0.602577,0.990736,3.292786,16.813461,16.631035,0.96,0.968473,14031,5.494005,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,lethe-full-bypass,0.598405,0.989624,3.311351,16.430746,15.619567,0.96,0.973629,14931,5.502992,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,lethe-full-bypass,0.592459,0.989431,3.303023,16.288068,15.043316,0.96,0.984864,14351,5.404411,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,no-bypass,0.356951,0.891158,4.505444,15.758247,15.494025,0.88,0.834522,18823,7.371522,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,no-bypass,0.346409,0.890739,4.626341,16.113385,16.121575,0.88,0.828509,17390,7.039983,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,no-bypass,0.33356,0.896999,4.554971,16.179102,15.930675,0.88,0.820322,18043,7.044795,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,no-bypass,0.38881,0.887182,4.544554,15.937742,16.135682,0.88,0.846139,16728,7.198503,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,no-bypass,0.40722,0.892408,4.515863,15.570202,16.112778,0.88,0.834648,17859,7.203004,0
LegalBench-RAG,1200000,1200000,bridge,0.4,0,physical-delete-local-repair,0.442671,0.969302,3.795187,16.591569,15.747567,0.88,0.940098,16342,6.085893,0
LegalBench-RAG,1200000,1200000,bridge,0.4,1,physical-delete-local-repair,0.453355,0.971109,3.771725,15.957237,16.00035,0.88,0.940102,15609,5.899666,0
LegalBench-RAG,1200000,1200000,bridge,0.4,2,physical-delete-local-repair,0.478104,0.966779,3.760328,16.205589,16.127953,0.88,0.938238,16674,5.975194,0
LegalBench-RAG,1200000,1200000,bridge,0.4,3,physical-delete-local-repair,0.416546,0.969033,3.879468,15.983527,16.547077,0.88,0.941291,16515,5.907323,0
LegalBench-RAG,1200000,1200000,bridge,0.4,4,physical-delete-local-repair,0.489824,0.972966,3.813507,15.883019,16.014517,0.88,0.935212,16906,5.956926,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,base-before-revocation,0.0,0.989958,3.127328,15.575908,15.82571,0.88,0.981314,13141,5.036015,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,base-before-revocation,0.0,1.0,3.214361,16.339342,15.803703,0.88,0.983126,14188,5.012328,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,base-before-revocation,0.0,0.996843,3.05629,16.284268,16.027969,0.88,0.972791,13721,4.95851,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,base-before-revocation,0.0,0.994963,3.095649,16.311919,16.17587,0.88,0.983399,15025,4.892348,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,base-before-revocation,0.0,0.99579,3.1595,16.044907,16.375191,0.88,0.982447,13894,4.926781,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,oracle-rebuild-authorized,1.0,0.991602,3.172789,15.682743,15.940418,0.96,0.978323,13915,5.325959,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,oracle-rebuild-authorized,1.0,0.996208,3.273037,16.151088,15.718918,0.96,1.0,14218,5.172695,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,oracle-rebuild-authorized,1.0,0.998204,3.108554,16.446783,14.940522,0.96,0.98606,13257,5.302983,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,oracle-rebuild-authorized,1.0,1.0,3.239137,16.16318,16.549889,0.96,0.979302,13948,5.354538,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,oracle-rebuild-authorized,1.0,0.994142,3.138199,16.015925,15.803711,0.96,0.982527,14056,5.153644,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,lethe-pruned-bypass,0.525117,0.990253,3.500878,16.597538,16.188306,0.96,0.964428,14243,5.478179,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,lethe-pruned-bypass,0.520684,0.981953,3.475841,16.101453,15.933455,0.96,0.961095,15523,5.494579,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,lethe-pruned-bypass,0.560764,0.989436,3.418184,15.637671,15.978552,0.96,0.962317,15782,5.495963,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,lethe-pruned-bypass,0.528774,0.99133,3.433335,15.972727,15.852202,0.96,0.963745,15090,5.634897,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,lethe-pruned-bypass,0.470293,0.987934,3.457066,16.006658,17.00451,0.96,0.96768,14776,5.684429,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,lethe-full-bypass,0.585841,0.990585,3.325606,15.392259,16.308563,0.96,0.989259,14078,5.217013,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,lethe-full-bypass,0.649413,0.989904,3.286548,16.054354,16.487769,0.96,0.974219,14814,5.375865,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,lethe-full-bypass,0.627102,0.994083,3.338239,15.801227,17.461916,0.96,0.980254,14121,5.372964,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,lethe-full-bypass,0.642224,0.993189,3.240944,15.21592,15.644303,0.96,0.975214,14732,5.185796,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,lethe-full-bypass,0.645419,0.990661,3.261834,15.207856,15.643687,0.96,0.965449,14356,5.211447,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,no-bypass,0.358402,0.886049,4.681701,16.613421,16.509955,0.88,0.813543,17387,7.003529,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,no-bypass,0.323567,0.879924,4.798008,15.604981,16.471005,0.88,0.819088,18324,7.305629,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,no-bypass,0.374741,0.881587,4.740379,15.834407,16.322951,0.88,0.81433,17537,7.07933,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,no-bypass,0.360071,0.882951,4.796744,15.776357,15.468208,0.88,0.807303,18308,6.942352,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,no-bypass,0.425833,0.884436,4.782325,16.196552,15.244818,0.88,0.813769,17865,7.189823,0
LegalBench-RAG,1200000,1200000,bridge,0.5,0,physical-delete-local-repair,0.470163,0.969987,3.813022,15.991519,15.639706,0.88,0.952304,16295,6.09741,0
LegalBench-RAG,1200000,1200000,bridge,0.5,1,physical-delete-local-repair,0.416019,0.964658,3.928536,16.001239,17.470423,0.88,0.929252,15981,5.913765,0
LegalBench-RAG,1200000,1200000,bridge,0.5,2,physical-delete-local-repair,0.413608,0.967992,3.738866,15.991858,15.710468,0.88,0.932629,16075,6.125469,0
LegalBench-RAG,1200000,1200000,bridge,0.5,3,physical-delete-local-repair,0.451185,0.969137,3.804581,15.731903,17.792324,0.88,0.937921,16307,6.040827,0
LegalBench-RAG,1200000,1200000,bridge,0.5,4,physical-delete-local-repair,0.454671,0.971921,3.872458,16.182881,15.980878,0.88,0.941968,16619,6.086716,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,base-before-revocation,0.0,0.996239,3.060683,16.270403,16.693032,0.88,0.987157,13499,4.969337,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,base-before-revocation,0.0,1.0,3.162842,16.395448,16.175719,0.88,0.987448,13809,5.052018,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,base-before-revocation,0.0,0.996629,3.222591,15.998298,16.855377,0.88,0.986898,14091,4.854658,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,base-before-revocation,0.0,0.995544,3.135857,15.212919,16.375839,0.88,0.976585,13756,5.160851,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,base-before-revocation,0.0,0.99282,3.074755,15.893524,15.917568,0.88,0.98321,13463,5.162683,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,oracle-rebuild-authorized,1.0,1.0,3.251784,16.099342,15.891442,0.96,0.980302,14258,5.3295,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,oracle-rebuild-authorized,1.0,0.995584,3.186169,16.556011,16.364208,0.96,0.981478,13993,5.123152,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,oracle-rebuild-authorized,1.0,0.998216,3.166269,15.833502,15.451278,0.96,0.983987,14176,5.013753,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,oracle-rebuild-authorized,1.0,0.992363,3.152007,15.682186,15.963901,0.96,0.971234,14070,5.032365,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,oracle-rebuild-authorized,1.0,0.9918,3.251327,15.847921,16.161272,0.96,0.968788,14226,5.355771,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,lethe-pruned-bypass,0.525713,0.991014,3.323522,16.187282,16.078162,0.96,0.967935,15435,5.660756,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,lethe-pruned-bypass,0.496603,0.993731,3.39508,16.30177,16.665256,0.96,0.959094,14612,5.670971,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,lethe-pruned-bypass,0.567391,0.984968,3.375253,16.033871,15.416475,0.96,0.980045,14214,5.505565,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,lethe-pruned-bypass,0.552082,0.984008,3.340815,16.345251,16.620558,0.96,0.972346,15541,5.619533,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,lethe-pruned-bypass,0.497037,0.987196,3.374657,15.749674,16.073674,0.96,0.970959,14666,5.601759,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,lethe-full-bypass,0.587883,0.993433,3.289724,15.757854,16.21665,0.96,0.978032,13941,5.430924,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,lethe-full-bypass,0.625809,0.991427,3.274123,15.74947,16.287597,0.96,0.967194,14875,5.376365,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,lethe-full-bypass,0.600353,0.990753,3.256361,16.593041,16.640093,0.96,0.974812,14663,5.285673,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,lethe-full-bypass,0.574045,0.991613,3.360467,15.544582,16.336831,0.96,0.971009,14578,5.30454,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,lethe-full-bypass,0.628604,0.997044,3.355024,16.092803,15.647585,0.96,0.973619,14304,5.337948,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,no-bypass,0.368785,0.9232,4.146758,16.063056,15.529579,0.88,0.882563,18341,7.237258,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,no-bypass,0.318577,0.923424,4.107174,16.050497,15.406447,0.88,0.896602,17759,7.165652,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,no-bypass,0.318723,0.925356,4.211697,16.173266,16.50232,0.88,0.891011,17365,7.054701,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,no-bypass,0.366482,0.926352,4.155863,15.695608,15.201437,0.88,0.88169,18018,7.173357,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,no-bypass,0.376079,0.923715,4.172358,15.800385,15.498134,0.88,0.88365,17893,7.214735,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,0,physical-delete-local-repair,0.461262,0.972987,3.714653,15.699824,15.728523,0.88,0.930332,16368,6.085375,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,1,physical-delete-local-repair,0.415201,0.973239,3.697629,15.965766,16.727829,0.88,0.933651,17506,5.921939,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,2,physical-delete-local-repair,0.472088,0.975909,3.823622,16.030334,16.38356,0.88,0.93868,16420,5.805289,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,3,physical-delete-local-repair,0.465873,0.967592,3.748413,15.448039,15.641218,0.88,0.948578,16463,5.917769,0
MS-MARCO-RBAC,8000000,8000000,random,0.1,4,physical-delete-local-repair,0.419948,0.970657,3.675896,15.85928,17.156737,0.88,0.941317,15843,5.989568,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,base-before-revocation,0.0,0.992389,3.130735,15.903411,15.643609,0.88,0.976579,13663,5.069478,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,base-before-revocation,0.0,0.999213,3.100666,16.177206,15.59984,0.88,0.976676,13613,5.020419,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,base-before-revocation,0.0,0.991728,3.1195,15.838203,15.470459,0.88,0.98532,14202,5.035056,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,base-before-revocation,0.0,0.99723,3.184661,15.682401,16.124776,0.88,0.981403,13431,4.992399,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,base-before-revocation,0.0,0.993853,3.08558,16.219788,16.507111,0.88,0.982729,13599,5.001396,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,oracle-rebuild-authorized,1.0,0.999155,3.162862,16.037464,15.793724,0.96,0.986486,14380,5.40731,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,oracle-rebuild-authorized,1.0,0.998321,3.189467,16.533146,16.384028,0.96,0.9744,14082,4.991871,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,oracle-rebuild-authorized,1.0,0.995856,3.262486,15.367378,15.405495,0.96,0.981931,13743,5.268725,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,oracle-rebuild-authorized,1.0,0.991919,3.16676,16.108971,16.812078,0.96,0.990225,13916,5.270214,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,oracle-rebuild-authorized,1.0,0.99277,3.19432,15.546442,15.746762,0.96,0.971824,14570,5.304394,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,lethe-pruned-bypass,0.476092,0.984298,3.407915,16.429297,15.007411,0.96,0.958,14282,5.733241,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,lethe-pruned-bypass,0.536566,0.988528,3.480644,15.782569,16.113642,0.96,0.959762,15552,5.590758,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,lethe-pruned-bypass,0.533125,0.990919,3.43993,15.387732,15.676541,0.96,0.961434,14375,5.404499,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,lethe-pruned-bypass,0.5046,0.989228,3.329622,16.381169,14.994027,0.96,0.967093,15160,5.429176,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,lethe-pruned-bypass,0.534439,0.987716,3.318496,16.196664,15.801831,0.96,0.968451,15631,5.537597,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,lethe-full-bypass,0.612453,0.993285,3.360295,14.615378,15.61028,0.96,0.973713,14271,5.1869,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,lethe-full-bypass,0.609387,0.991002,3.227836,16.185195,16.29896,0.96,0.973297,14031,5.365295,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,lethe-full-bypass,0.653239,0.9938,3.277759,15.886557,15.551452,0.96,0.974702,14270,5.371382,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,lethe-full-bypass,0.54943,0.988595,3.364333,15.404964,15.941268,0.96,0.97263,14136,5.211279,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,lethe-full-bypass,0.613095,0.989766,3.24404,16.0936,16.016529,0.96,0.985966,14583,5.426298,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,no-bypass,0.391617,0.920538,4.167101,16.420026,15.596336,0.88,0.881707,17009,7.103797,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,no-bypass,0.357848,0.917531,4.2267,15.657032,16.292112,0.88,0.892974,18850,6.99396,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,no-bypass,0.365862,0.919006,4.094496,16.669867,15.764868,0.88,0.879237,18905,7.221573,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,no-bypass,0.382697,0.9236,4.149721,16.251656,15.204961,0.88,0.881898,16882,7.268997,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,no-bypass,0.304731,0.922437,4.296737,16.33677,16.310687,0.88,0.891938,16724,7.264473,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,0,physical-delete-local-repair,0.50003,0.971743,3.776528,15.906384,16.43907,0.88,0.940326,16540,5.893667,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,1,physical-delete-local-repair,0.476766,0.969824,3.722313,16.057522,15.815043,0.88,0.930789,16726,5.927909,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,2,physical-delete-local-repair,0.440081,0.971812,3.694248,16.278365,15.438539,0.88,0.943236,17215,5.854779,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,3,physical-delete-local-repair,0.485723,0.969206,3.847973,15.775561,15.500622,0.88,0.943895,16353,6.010691,0
MS-MARCO-RBAC,8000000,8000000,random,0.2,4,physical-delete-local-repair,0.413618,0.974578,3.868027,16.253032,15.653148,0.88,0.943361,16684,5.920221,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,0,base-before-revocation,0.0,0.998061,3.140479,15.080179,16.791861,0.88,0.986691,13215,5.015051,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,1,base-before-revocation,0.0,0.992361,3.172964,16.004762,15.779955,0.88,0.995329,13418,4.988211,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,2,base-before-revocation,0.0,0.994551,3.183862,16.0574,16.436973,0.88,0.990918,13661,5.049613,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,3,base-before-revocation,0.0,0.994161,3.108519,15.634796,16.127424,0.88,0.978796,13720,5.091319,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,4,base-before-revocation,0.0,0.995521,3.10051,15.968767,15.069271,0.88,0.983595,13833,4.863585,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,0,oracle-rebuild-authorized,1.0,0.995801,3.203681,16.681552,15.516808,0.96,0.999547,14153,5.192984,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,1,oracle-rebuild-authorized,1.0,0.993636,3.292791,16.191187,16.562265,0.96,0.977778,14202,5.207806,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,2,oracle-rebuild-authorized,1.0,0.990359,3.247388,15.353793,15.707693,0.96,0.984619,14264,5.181682,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,3,oracle-rebuild-authorized,1.0,1.0,3.215412,16.272044,15.860094,0.96,0.984961,14142,5.416126,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,4,oracle-rebuild-authorized,1.0,0.991702,3.200532,16.151027,15.462059,0.96,0.98438,13688,5.382775,0
MS-MARCO-RBAC,8000000,8000000,random,0.3,0,lethe-pruned-bypass,0.503301,0.988711,3.388754,15.7471,16.730255,0.96,0.969542,15346,5.632316,0
