dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,1,0.0,0.006742,0.974916,0.992786,8.834712,15.292552,22.176129,59616,1,0.199201,72988,16693
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,2,0.0,0.012469,0.976858,0.994764,8.487754,16.253674,20.773541,59616,1,0.201427,74370,17452
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,3,0.0,0.009144,0.976692,0.994595,8.640478,16.08783,20.816315,59616,1,0.20872,73369,17666
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,4,0.0,0.00926,0.974495,0.992357,8.352662,14.954589,19.900003,59616,1,0.203598,73907,16783
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,5,0.0,0.006747,0.97119,0.988992,8.559815,15.965363,22.573082,59616,1,0.206282,75896,17598
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,6,0.0,0.009148,0.978311,0.996243,8.261345,15.646823,22.535573,59616,1,0.179983,77003,16801
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,7,0.0,0.006183,0.977758,0.99568,8.305985,16.07378,21.508015,59616,1,0.204626,71689,17199
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,8,0.0,0.011379,0.979973,0.997936,8.556677,16.026671,22.244214,59616,1,0.190349,71487,16654
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.2,9,0.0,0.009453,0.97317,0.991008,8.654704,16.866854,20.486301,59616,1,0.215135,73808,17642
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,0,0.0,0.002879,0.981175,0.99916,9.160985,17.74787,23.57114,172224,1,0.429349,85493,18723
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,1,0.0,0.005101,0.97951,0.997464,9.430182,16.803376,22.823894,172224,1,0.431636,83797,19531
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,2,0.0,0.004051,0.978429,0.996363,9.326479,17.55173,23.808261,172224,1,0.41609,83360,18863
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,3,0.0,0.002347,0.979918,0.997879,9.38409,17.819711,24.662881,172224,1,0.433518,83394,19623
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,4,0.0,0.004493,0.98055,0.998523,9.893774,16.766896,24.520673,172224,1,0.426124,82122,18123
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,5,0.0,0.006035,0.980054,0.998019,9.203592,17.446606,23.053812,172224,1,0.42903,83736,19827
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,6,0.0,0.002275,0.981796,0.999793,9.508622,17.568834,24.796758,172224,1,0.431016,85755,18539
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,7,0.0,0.003221,0.981286,0.999273,9.561274,17.113101,25.463825,172224,1,0.421888,87951,20406
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,8,0.0,0.003158,0.979583,0.997539,9.488139,17.470716,23.74419,172224,1,0.422774,84976,18779
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.2,9,0.0,0.002706,0.978097,0.996025,9.360142,17.70418,24.618151,172224,1,0.416728,85452,19047
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,0,0.0,0.014878,0.973207,0.991046,8.74967,16.850833,22.068185,82800,1,0.244102,79175,17728
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,1,0.0,0.017249,0.976457,0.994356,8.580681,16.323443,20.613783,82800,1,0.2399,76967,18161
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,2,0.0,0.012974,0.970537,0.988327,8.421845,15.439104,21.886521,82800,1,0.262581,74867,17741
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,3,0.0,0.016513,0.975185,0.99306,8.679625,15.281328,21.825078,82800,1,0.23905,73726,17020
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,4,0.0,0.012726,0.974548,0.992411,8.944458,17.299422,22.716384,82800,1,0.255459,73249,18064
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,5,0.0,0.012826,0.976347,0.994244,9.120969,16.461721,22.695474,82800,1,0.245216,74706,17685
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,6,0.0,0.01427,0.976404,0.994302,8.843923,16.084535,21.533955,82800,1,0.245331,77463,17061
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,7,0.0,0.013019,0.972583,0.990411,8.594835,16.40568,21.470773,82800,1,0.24237,72409,18270
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,8,0.0,0.014582,0.971553,0.989361,8.456408,16.397755,21.842176,82800,1,0.250675,76162,17690
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.2,9,0.0,0.009729,0.975745,0.99363,8.6663,16.233522,23.719276,82800,1,0.249038,78354,18240
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,0,0.0,0.002365,0.981781,0.999777,9.45232,16.688585,22.434587,135792,1,0.35277,82434,18824
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,1,0.0,0.001734,0.980482,0.998454,9.072317,17.750911,23.047106,135792,1,0.355722,82354,17927
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,2,0.0,0.00235,0.979235,0.997184,9.127006,17.528194,23.765422,135792,1,0.348631,83505,18697
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,3,0.0,0.00061,0.979256,0.997206,9.514236,16.879863,23.745978,135792,1,0.353101,77783,17992
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,4,0.0,0.004501,0.980216,0.998183,8.893177,17.586504,24.157395,135792,1,0.348012,82687,20172
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,5,0.0,0.001895,0.978856,0.996798,9.213102,17.672447,23.672342,135792,1,0.356229,80379,18764
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,6,0.0,0.003303,0.979761,0.997719,8.921836,16.906014,22.81646,135792,1,0.342763,87043,18812
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,7,0.0,0.003192,0.979997,0.997961,9.02785,16.952519,22.643688,135792,1,0.350955,76982,18433
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,8,0.0,0.001655,0.979872,0.997833,9.319023,16.968411,24.106572,135792,1,0.351371,80968,18130
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.2,9,0.0,0.003322,0.980508,0.998481,8.88752,17.033053,25.030268,135792,1,0.350065,85889,18906
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,0,0.0,0.002395,0.980515,0.998488,9.914667,18.28438,23.991526,198720,1,0.478568,86609,20245
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,1,0.0,0.001831,0.98051,0.998482,9.94526,18.902657,25.313557,198720,1,0.479895,84743,20427
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,2,0.0,0.003066,0.977948,0.995874,10.105349,18.310406,26.784563,198720,1,0.482273,89063,20853
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,3,0.0,0.00129,0.981299,0.999286,9.783905,18.834934,24.695288,198720,1,0.470978,83581,20095
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,4,0.0,0.001,0.97965,0.997607,9.923678,18.735659,27.353205,198720,1,0.483075,89199,20383
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,5,0.0,0.000211,0.979393,0.997345,9.797659,17.983352,24.67607,198720,1,0.476992,86019,20295
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,6,0.0,0.000594,0.979488,0.997442,9.989338,18.527367,25.708885,198720,1,0.480408,85966,19148
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,7,0.0,0.002467,0.979772,0.997731,10.179855,18.26926,25.327909,198720,1,0.474774,89355,19663
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,8,0.0,0.002363,0.977,0.994908,9.830697,18.410731,24.814725,198720,1,0.481252,87826,19680
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.2,9,0.0,0.001713,0.978786,0.996727,10.157233,18.355652,24.879072,198720,1,0.450701,89240,21045
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,0,0.0,0.0,0.981638,0.999632,7.163167,12.95415,18.617079,0,0,0.085731,61601,15014
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,1,0.0,0.0,0.981741,0.999736,7.19124,13.88392,18.21869,0,0,0.091452,66564,15110
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,2,0.0,0.0,0.981487,0.999477,6.872111,12.607235,17.712817,0,0,0.095966,63784,14707
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,3,0.0,0.0,0.983223,1.0,7.598332,13.446402,20.199763,0,0,0.076396,65386,14432
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,4,0.0,0.0,0.981721,0.999716,7.217746,14.595132,19.769765,0,0,0.067035,65008,14998
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,5,0.0,0.0,0.978871,0.996813,7.393252,13.61782,19.134683,0,0,0.083529,68166,14653
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,6,0.0,0.0,0.980793,0.998771,7.297085,13.809086,19.571688,0,0,0.089134,68900,15198
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,7,0.0,0.0,0.982013,1.0,7.432131,13.548851,19.085607,0,0,0.086401,64477,14806
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,8,0.0,0.0,0.983419,1.0,7.511151,13.228574,20.960884,0,0,0.096941,64951,14948
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.2,9,0.0,0.0,0.982607,1.0,7.445074,13.49422,18.68246,0,0,0.075593,63529,15081
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,0,0.0,0.094544,0.913097,0.929834,7.312766,12.462819,19.159089,0,0,0.076877,59155,14922
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,1,0.0,0.109052,0.917544,0.934362,7.120086,13.512937,19.212699,0,0,0.076262,64231,14817
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,2,0.0,0.107644,0.915355,0.932134,7.195276,14.002545,17.445548,0,0,0.079799,64410,15147
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,3,0.0,0.09843,0.908786,0.925444,7.194773,13.748923,17.363392,0,0,0.064282,64793,14681
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,4,0.0,0.098284,0.914867,0.931637,7.337162,13.840448,18.699331,0,0,0.085078,64533,15297
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,5,0.0,0.10084,0.913103,0.929841,7.110664,14.020303,17.396313,0,0,0.078816,65390,13895
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,6,0.0,0.097331,0.908761,0.925418,7.213807,12.990867,18.05804,0,0,0.082857,63121,14783
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,7,0.0,0.098388,0.914158,0.930914,7.424193,13.693131,19.459921,0,0,0.081183,61550,15283
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,8,0.0,0.088316,0.917997,0.934824,7.494496,14.317789,18.05763,0,0,0.098704,65401,14051
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.3,9,0.0,0.095933,0.910542,0.927233,7.056666,13.808845,20.264328,0,0,0.085237,61738,14361
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,0,0.0,0.009513,0.974362,0.992222,8.650486,16.376,21.444053,89423,1,0.258019,73574,17505
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,1,0.0,0.011464,0.972935,0.990769,8.192143,15.663068,22.122482,89423,1,0.262037,73204,16284
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,2,0.0,0.011509,0.978182,0.996112,8.415067,14.730211,21.389255,89423,1,0.229799,73758,17097
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,3,0.0,0.01268,0.978479,0.996415,8.10131,15.723906,21.790571,89423,1,0.271584,72383,16950
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,4,0.0,0.013684,0.97602,0.99391,8.286023,16.772601,22.177407,89423,1,0.289726,75177,17736
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,5,0.0,0.013588,0.974876,0.992746,8.263945,15.336749,21.627407,89423,1,0.257161,73755,16777
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,6,0.0,0.010308,0.973335,0.991176,8.32954,16.762775,20.162097,89423,1,0.251858,73600,17916
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,7,0.0,0.009245,0.977399,0.995315,8.603369,15.42522,22.395994,89423,1,0.275988,76806,16061
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,8,0.0,0.0122,0.977244,0.995156,8.091267,15.159159,21.402498,89423,1,0.26821,73681,17924
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.3,9,0.0,0.013518,0.972812,0.990644,8.352014,14.544591,21.269904,89423,1,0.251006,75339,17348
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,0,0.0,0.006705,0.9793,0.99725,9.042399,18.341832,24.878684,258335,1,0.600785,85944,19092
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,1,0.0,0.005521,0.980725,0.998702,9.424322,18.571246,25.757089,258335,1,0.595257,83454,19116
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,2,0.0,0.004461,0.977656,0.995576,9.256983,18.07543,23.267806,258335,1,0.607882,81283,19194
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,3,0.0,0.004535,0.98095,0.998931,9.822727,17.667898,24.669057,258335,1,0.608353,80543,19250
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,4,0.0,0.004572,0.978626,0.996564,9.358538,17.180251,23.837044,258335,1,0.606703,79236,19360
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,5,0.0,0.004757,0.978882,0.996825,9.754416,17.512875,24.352057,258335,1,0.608576,80042,19702
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,6,0.0,0.00504,0.981661,0.999655,9.305134,17.439526,24.761964,258335,1,0.595742,85855,19512
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,7,0.0,0.005947,0.978824,0.996766,9.716502,17.069025,24.683123,258335,1,0.59394,85052,17738
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,8,0.0,0.006098,0.978976,0.99692,9.455728,17.750409,23.359986,258335,1,0.579401,83376,18871
LegalBench-RAG,1200000,1200000,Lethe-full-unpruned-bypass,bridge,0.3,9,0.0,0.003492,0.977977,0.995903,9.291313,17.176277,24.012335,258335,1,0.596459,79235,19399
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,0,0.0,0.015472,0.975274,0.993151,8.581506,16.570835,22.015403,124199,1,0.332016,76236,16918
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,1,0.0,0.017951,0.975688,0.993572,8.431694,16.393679,22.084929,124199,1,0.330152,73727,17401
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,2,0.0,0.015721,0.976126,0.994018,8.542648,15.992913,22.943478,124199,1,0.325947,72258,17499
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,3,0.0,0.015538,0.97257,0.990397,8.734299,15.634063,22.39695,124199,1,0.332637,73491,17543
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,4,0.0,0.018251,0.975065,0.992938,8.904984,16.433413,22.375241,124199,1,0.328321,75388,17286
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,5,0.0,0.018852,0.975395,0.993273,8.459575,15.57763,21.846917,124199,1,0.336571,77347,17385
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,6,0.0,0.016611,0.975846,0.993733,8.55947,15.691449,21.962547,124199,1,0.341027,75675,17355
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,7,0.0,0.018253,0.974434,0.992295,8.458658,15.490136,21.981512,124199,1,0.327809,77162,18028
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,8,0.0,0.013362,0.973179,0.991017,8.965559,15.072999,22.031156,124199,1,0.331519,76664,17416
LegalBench-RAG,1200000,1200000,Lethe-per-role-overlay,bridge,0.3,9,0.0,0.016792,0.973883,0.991734,8.793512,16.018647,23.410169,124199,1,0.311456,75859,17726
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,0,0.0,0.004708,0.982188,1.0,9.085631,16.473021,24.218947,203687,1,0.501255,83112,18317
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,1,0.0,0.00528,0.979472,0.997426,9.237867,17.124794,23.635767,203687,1,0.488652,78029,19396
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,2,0.0,0.005304,0.977393,0.995308,9.101406,17.963955,23.786769,203687,1,0.481494,83869,19076
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,3,0.0,0.005462,0.976611,0.994512,9.15956,17.530123,24.174773,203687,1,0.474602,80329,17683
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,4,0.0,0.003088,0.979563,0.997518,9.286791,16.398661,23.984782,203687,1,0.489471,78914,19092
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,5,0.0,0.003655,0.979639,0.997596,9.316685,17.25311,23.65408,203687,1,0.490726,79800,18444
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,6,0.0,0.00492,0.978363,0.996297,9.185559,17.720226,22.421739,203687,1,0.481904,81608,19221
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,7,0.0,0.004159,0.980829,0.998808,9.56006,17.73179,23.15208,203687,1,0.494311,76841,19746
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,8,0.0,0.004998,0.980949,0.99893,9.286365,17.616558,23.496291,203687,1,0.483177,80359,19344
LegalBench-RAG,1200000,1200000,Lethe-per-effective-view-overlay,bridge,0.3,9,0.0,0.003133,0.98103,0.999012,9.26952,16.941021,22.878475,203687,1,0.483123,79987,18898
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,0,0.0,0.001952,0.979094,0.997041,10.040988,18.475619,26.517486,298079,1,0.670048,84448,20780
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,1,0.0,0.003528,0.980895,0.998874,9.896155,18.330752,25.405763,298079,1,0.672977,84628,19611
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,2,0.0,0.001968,0.980089,0.998054,9.782593,18.161414,26.471675,298079,1,0.69201,91990,19599
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,3,0.0,0.002302,0.980502,0.998474,9.798878,18.846669,25.951791,298079,1,0.673882,86956,20619
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,4,0.0,0.001808,0.979074,0.99702,10.329805,18.011752,25.614162,298079,1,0.674063,84839,20863
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,5,0.0,0.003975,0.979576,0.997532,9.842281,19.560515,23.807637,298079,1,0.664859,89749,20704
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,6,0.0,0.001037,0.97927,0.99722,10.562259,18.887415,26.842025,298079,1,0.671644,87888,20797
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,7,0.0,0.001595,0.979679,0.997636,10.116559,17.757887,23.948705,298079,1,0.667185,90223,19486
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,8,0.0,0.00176,0.97912,0.997067,10.210376,19.126227,25.621485,298079,1,0.667912,86430,20716
LegalBench-RAG,1200000,1200000,Lethe-per-user-overlay,bridge,0.3,9,0.0,0.002797,0.980342,0.998312,9.843899,17.898685,25.364625,298079,1,0.687839,89720,21295
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,0,0.0,0.0,0.980714,0.998691,7.014783,14.202146,20.091126,0,0,0.086371,63734,14853
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,1,0.0,0.0,0.981225,0.999211,7.560795,13.508091,18.882281,0,0,0.071811,65157,14435
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,2,0.0,0.0,0.985316,1.0,7.586694,14.258547,19.005301,0,0,0.1028,68859,14278
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,3,0.0,0.0,0.978375,0.996309,7.292695,13.977068,18.032997,0,0,0.083102,63073,14580
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,4,0.0,0.0,0.982487,1.0,7.331736,13.819403,18.964043,0,0,0.088183,63623,14262
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,5,0.0,0.0,0.982789,1.0,7.245617,14.01415,18.520468,0,0,0.103845,67615,14934
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,6,0.0,0.0,0.982655,1.0,7.447503,13.81486,19.858183,0,0,0.077691,64302,14253
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,7,0.0,0.0,0.983051,1.0,7.421606,13.662956,18.58406,0,0,0.073009,65419,14711
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,8,0.0,0.0,0.981261,0.999248,7.614325,13.386041,19.140599,0,0,0.071781,62851,14445
LegalBench-RAG,1200000,1200000,Oracle-rebuild,bridge,0.3,9,0.0,0.0,0.982476,1.0,7.641038,13.623526,18.094851,0,0,0.069837,65031,14303
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,0,0.0,0.124147,0.911794,0.928507,7.048125,13.615674,18.700499,0,0,0.071276,63838,15307
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,1,0.0,0.105325,0.909034,0.925697,7.11588,13.623165,18.712779,0,0,0.098772,63972,14638
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,2,0.0,0.118866,0.916764,0.933568,7.338085,13.359276,18.178749,0,0,0.064266,65640,14628
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,3,0.0,0.125246,0.912109,0.928828,7.087719,12.544573,18.729297,0,0,0.086491,61751,14978
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,4,0.0,0.103728,0.915047,0.93182,7.148559,13.18551,18.947591,0,0,0.055775,63713,15319
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,5,0.0,0.12093,0.908424,0.925076,7.376438,13.779691,18.70965,0,0,0.072299,64339,13808
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,6,0.0,0.107318,0.911913,0.928628,7.363871,13.644307,19.655163,0,0,0.09066,64452,14538
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,7,0.0,0.116327,0.912241,0.928962,7.300009,13.229999,18.92029,0,0,0.065483,61607,14213
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,8,0.0,0.108279,0.915981,0.932771,7.400041,13.823001,17.857091,0,0,0.077585,63198,15095
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,9,0.0,0.116356,0.911171,0.927872,7.144584,14.073322,19.730636,0,0,0.081828,61225,15060
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.4,0,0.0,0.011497,0.976004,0.993894,8.233063,16.521214,21.820179,119232,1,0.32321,76602,16921
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.4,1,0.0,0.012608,0.975171,0.993046,8.191999,15.973404,22.343035,119232,1,0.315606,73528,17013
LegalBench-RAG,1200000,1200000,Lethe-pruned-bypass,bridge,0.4,2,0.0,0.013748,0.973074,0.99091,8.119355,15.32839,21.917494,119232,1,0.325371,75227,17077
