dataset,N,N_indexed,method,revocations_per_s,batch_B,amortized_cost_s,compliance_window_s,seed,window_model,single_source_cost_experiment
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7650.451,10,0.00193664,36.118656,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7756.897,10,0.00187236,34.868942,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7751.923,10,0.00192965,36.012913,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7854.066,10,0.00184411,34.335764,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7650.758,10,0.00193685,36.122782,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8127.534,25,0.00102846,45.270853,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,7962.397,25,0.00097504,42.472342,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8022.736,25,0.00102648,45.091707,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8019.235,25,0.00101035,44.282426,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8324.683,25,0.00102525,45.256304,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9139.421,100,0.00056132,90.380198,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9263.18,100,0.00055001,88.411903,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8664.961,100,0.00056084,89.08689,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9077.938,100,0.00055789,89.546723,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,8687.29,100,0.00055557,88.09265,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9371.063,250,0.00047789,185.587967,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9300.879,250,0.00047633,184.408754,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9434.339,250,0.00047324,183.620978,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9372.479,250,0.00046744,180.373089,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,9839.706,250,0.00046255,180.458997,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10250.324,1000,0.00041817,641.229084,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10144.365,1000,0.0004293,661.446227,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10703.146,1000,0.00041618,645.506471,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10531.12,1000,0.00042326,656.603949,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10134.992,1000,0.0004197,642.054346,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10186.127,2500,0.00041528,1585.51173,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10769.035,2500,0.00041215,1596.478283,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,11016.589,2500,0.00040063,1549.265371,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10677.005,2500,0.00041109,1587.149464,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10937.915,2500,0.00041397,1612.718927,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,11193.09,10000,0.00040849,6382.912625,0,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,10893.314,10000,0.00040695,6302.965303,1,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,11178.716,10000,0.00041355,6481.957573,2,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,11103.446,10000,0.00041766,6551.999847,3,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,11110.866,10000,0.00041218,6443.655619,4,scheduled_rebuild,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3949.846,1,0.00027996,0.053569,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3726.849,1,0.00029234,0.048032,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3673.498,1,0.00029583,0.047214,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3764.163,1,0.00029065,0.049968,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3801.492,1,0.0002883,0.050499,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3914.362,2,0.00026784,0.049467,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3810.344,2,0.00027524,0.051191,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3893.923,2,0.00026956,0.050994,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3737.582,2,0.00028026,0.050816,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3895.319,2,0.00026778,0.044243,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3812.867,5,0.00026683,0.04558,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3917.6,5,0.00025978,0.04526,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4029.258,5,0.00025278,0.045964,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4025.313,5,0.00025338,0.049534,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3965.525,5,0.00025714,0.049687,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3819.463,10,0.00026437,0.051121,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4042.436,10,0.00025001,0.052593,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3886.771,10,0.00025982,0.050663,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3809.438,10,0.00026514,0.052746,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4023.555,10,0.00025101,0.049413,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4040.952,25,0.00024842,0.047489,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4053.183,25,0.00024773,0.050676,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3884.74,25,0.00025838,0.048342,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3877.169,25,0.00025898,0.053023,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3945.361,25,0.00025442,0.047765,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3994.305,100,0.00025062,0.053101,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4017.762,100,0.00024914,0.04938,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4099.115,100,0.00024422,0.053636,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3974.426,100,0.00025187,0.051932,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4021.233,100,0.00024894,0.051016,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4034.035,250,0.00024799,0.05146,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4238.09,250,0.00023606,0.052527,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4197.395,250,0.00023836,0.056283,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3985.556,250,0.00025101,0.050109,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,3923.153,250,0.00025501,0.05528,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4317.345,1000,0.00023165,0.059084,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4258.781,1000,0.00023484,0.057546,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4308.894,1000,0.00023211,0.059994,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4225.998,1000,0.00023666,0.057835,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4188.347,1000,0.00023879,0.06035,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4261.833,2500,0.00023466,0.073544,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4199.729,2500,0.00023812,0.071805,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4249.175,2500,0.00023535,0.075118,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4154.472,2500,0.00024072,0.076708,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4182.934,2500,0.00023908,0.071861,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4430.661,10000,0.00022571,0.148788,0,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4294.265,10000,0.00023288,0.157592,1,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4275.891,10000,0.00023388,0.148206,2,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4246.255,10000,0.00023551,0.155079,3,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,Per-role-index,4457.88,10000,0.00022433,0.150382,4,materialized_role_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22359.508,1,6.852e-05,0.04759,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22552.587,1,7.123e-05,0.053774,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23710.071,1,6.691e-05,0.04946,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22080.901,1,6.983e-05,0.049089,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23894.897,1,6.649e-05,0.049276,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22825.494,2,5.653e-05,0.050885,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23853.807,2,5.429e-05,0.049483,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23815.837,2,5.277e-05,0.043143,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22647.509,2,5.69e-05,0.050982,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22325.112,2,5.748e-05,0.050768,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22508.338,5,4.925e-05,0.048252,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22884.769,5,4.85e-05,0.048072,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23587.917,5,4.749e-05,0.050906,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23130.161,5,4.836e-05,0.051273,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23769.567,5,4.752e-05,0.054513,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23665.968,10,4.481e-05,0.051107,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23630.216,10,4.479e-05,0.049395,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24094.9,10,4.409e-05,0.051815,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24387.242,10,4.348e-05,0.049437,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,22855.564,10,4.61e-05,0.046943,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23999.639,25,4.263e-05,0.048058,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24146.852,25,4.246e-05,0.05216,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24039.973,25,4.261e-05,0.050655,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23863.909,25,4.296e-05,0.052787,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24590.286,25,4.164e-05,0.048919,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23588.81,100,4.266e-05,0.053965,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24533.327,100,4.102e-05,0.051727,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25237.198,100,3.989e-05,0.052233,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24173.375,100,4.161e-05,0.048679,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,23603.99,100,4.263e-05,0.051864,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24969.546,250,4.015e-05,0.048149,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24719.567,250,4.056e-05,0.052939,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24275.985,250,4.13e-05,0.051242,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24423.346,250,4.105e-05,0.052097,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24815.064,250,4.04e-05,0.05234,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25473.699,1000,3.929e-05,0.062205,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24897.947,1000,4.02e-05,0.062133,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24870.703,1000,4.024e-05,0.055385,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24104.417,1000,4.152e-05,0.057797,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25555.285,1000,3.916e-05,0.060573,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25241.456,2500,3.963e-05,0.075277,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,24806.893,2500,4.033e-05,0.07205,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,26093.998,2500,3.834e-05,0.075872,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25282.307,2500,3.957e-05,0.07775,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25397.106,2500,3.939e-05,0.077561,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25283.123,10000,3.956e-05,0.152947,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,27498.682,10000,3.637e-05,0.149092,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,27198.929,10000,3.677e-05,0.15144,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,25945.65,10000,3.855e-05,0.149646,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,ACORN,26042.699,10000,3.841e-05,0.140775,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25277.445,1,6.547e-05,0.051818,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24947.632,1,6.502e-05,0.049874,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25325.362,1,6.481e-05,0.050641,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,23289.363,1,6.629e-05,0.046704,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25467.247,1,6.424e-05,0.049942,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24355.678,2,5.368e-05,0.050492,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25447.44,2,5.201e-05,0.050866,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26034.442,2,5.119e-05,0.051099,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24786.309,2,5.26e-05,0.049008,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24257.256,2,5.398e-05,0.051036,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25209.19,5,4.463e-05,0.049655,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24925.182,5,4.482e-05,0.04697,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24871.671,5,4.558e-05,0.053708,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24590.294,5,4.573e-05,0.050667,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25410.461,5,4.404e-05,0.046826,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25732.836,10,4.136e-05,0.050045,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26090.301,10,4.062e-05,0.045835,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25834.611,10,4.126e-05,0.05098,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25071.16,10,4.243e-05,0.050808,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24937.537,10,4.267e-05,0.05144,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24866.161,25,4.121e-05,0.049856,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26251.274,25,3.909e-05,0.04997,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25232.153,25,4.065e-05,0.050865,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25538.435,25,4.015e-05,0.049715,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,24506.626,25,4.18e-05,0.049826,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26644.971,100,3.778e-05,0.049529,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25395.858,100,3.963e-05,0.050431,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26286.121,100,3.831e-05,0.052592,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27261.825,100,3.693e-05,0.049438,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25572.595,100,3.936e-05,0.051498,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27762.803,250,3.613e-05,0.053315,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,25106.935,250,3.994e-05,0.053772,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26164.386,250,3.833e-05,0.052787,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27544.124,250,3.641e-05,0.054014,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27376.03,250,3.663e-05,0.05317,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,26385.497,1000,3.793e-05,0.063949,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27445.803,1000,3.647e-05,0.059185,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28060.201,1000,3.567e-05,0.059743,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27649.575,1000,3.62e-05,0.057405,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28406.055,1000,3.523e-05,0.06065,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28411.222,2500,3.521e-05,0.071743,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28264.734,2500,3.539e-05,0.069907,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27292.071,2500,3.665e-05,0.067794,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28639.36,2500,3.493e-05,0.073758,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27214.105,2500,3.676e-05,0.074641,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,29838.595,10000,3.352e-05,0.140403,0,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27923.05,10000,3.582e-05,0.149361,1,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,28767.219,10000,3.477e-05,0.151103,2,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,27644.944,10000,3.618e-05,0.143487,3,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,HoneyBee,29001.653,10000,3.449e-05,0.15693,4,filtered_search_update,True
MS-MARCO-RBAC,8000000,8000000,Lethe,47787.84,1,2.298e-05,0.004101,0,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,46965.851,1,2.34e-05,0.004217,1,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,48244.996,1,2.265e-05,0.003846,2,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,48908.376,1,2.228e-05,0.003674,3,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,48331.733,1,2.283e-05,0.004285,4,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,49914.345,2,2.088e-05,0.003391,0,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,47309.079,2,2.231e-05,0.004671,1,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,48678.668,2,2.141e-05,0.003479,2,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,47042.936,2,2.221e-05,0.003799,3,immediate_per_view_erasure,True
