dataset,N,N_indexed,method,pattern,frac,seed,recall10_vs_exact_linear_scan,drift10_vs_oracle_rebuild,oracle_recall10_vs_exact,exact_reference_sample_queries
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,8,0.975201,0.007564,0.978953,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.4,9,0.97046,0.009564,0.98044,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,0,0.975293,0.003292,0.976905,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,1,0.975428,0.00555,0.977935,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,2,0.970921,0.004363,0.978549,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,3,0.976076,0.002055,0.9782,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,4,0.978765,0.002578,0.977669,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,5,0.976103,0.00476,0.977468,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,6,0.979571,0.005712,0.975707,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,7,0.975529,0.001683,0.977623,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,8,0.973328,0.002228,0.97759,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.4,9,0.974983,0.003122,0.978179,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,0,0.976374,0.00157,0.977157,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,1,0.974805,0.002186,0.978982,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,2,0.978623,0.004617,0.977558,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,3,0.973345,0.00256,0.9758,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,4,0.974158,0.004721,0.976692,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,5,0.972606,0.0037,0.977276,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,6,0.971751,0.004367,0.97843,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,7,0.974855,0.003931,0.978901,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,8,0.978439,0.005603,0.97605,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.4,9,0.975685,0.006429,0.979095,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,0,0.921269,0.130127,0.976965,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,1,0.91669,0.128277,0.979075,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,2,0.91347,0.124365,0.976229,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,3,0.915659,0.125579,0.978049,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,4,0.915135,0.1286,0.977729,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,5,0.916162,0.126644,0.981477,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,6,0.921388,0.124512,0.97704,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,7,0.925277,0.134005,0.977088,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,8,0.920317,0.115969,0.980298,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.4,9,0.906518,0.118438,0.978773,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,0,0.915565,0.1197,0.978535,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,1,0.925152,0.127194,0.978276,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,2,0.918399,0.132328,0.978946,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,3,0.929747,0.119814,0.978919,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,4,0.918794,0.129095,0.98029,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,5,0.924733,0.13244,0.977495,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,6,0.904561,0.13196,0.975759,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,7,0.928747,0.136335,0.978443,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,8,0.920139,0.124028,0.98204,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.4,9,0.922378,0.127024,0.977417,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,0,0.911805,0.07977,0.978733,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,1,0.918502,0.083859,0.977239,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,2,0.905274,0.073457,0.979156,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,3,0.907546,0.09028,0.980597,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,4,0.917236,0.074836,0.979835,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,5,0.919125,0.087123,0.981343,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,6,0.917804,0.085108,0.97944,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,7,0.918619,0.07487,0.979096,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,8,0.913217,0.07476,0.977936,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.4,9,0.917222,0.075429,0.97876,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,0,0.974857,0.0,0.97813,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,1,0.977914,0.0,0.978491,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,2,0.978742,0.0,0.980256,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,3,0.974791,0.0,0.978888,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,4,0.978543,0.0,0.978867,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,5,0.981474,0.0,0.980895,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,6,0.980514,0.0,0.980284,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,7,0.979381,0.0,0.978803,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,8,0.977833,0.0,0.976712,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,random,0.5,9,0.976469,0.0,0.979381,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,0,0.973114,0.012403,0.977929,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,1,0.971939,0.009581,0.980245,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,2,0.972051,0.010535,0.980485,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,3,0.97396,0.011397,0.978617,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,4,0.972679,0.012981,0.978112,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,5,0.971748,0.013197,0.976242,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,6,0.974744,0.011097,0.976902,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,7,0.974665,0.009735,0.979104,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,8,0.973732,0.01182,0.978026,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,random,0.5,9,0.97113,0.00952,0.977794,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,0,0.976629,0.00504,0.976565,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,1,0.974432,0.005646,0.979746,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,2,0.974528,0.005197,0.978779,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,3,0.973324,0.005207,0.980226,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,4,0.975252,0.006329,0.975899,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,5,0.974157,0.005229,0.976199,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,6,0.97611,0.005658,0.977859,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,7,0.977417,0.005575,0.976601,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,8,0.975925,0.00489,0.98,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,random,0.5,9,0.974139,0.005882,0.974881,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,0,0.973726,0.006774,0.979214,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,1,0.973759,0.003937,0.978554,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,2,0.974966,0.004115,0.979631,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,3,0.974186,0.006359,0.978344,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,4,0.971443,0.005159,0.975858,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,5,0.974128,0.006577,0.979157,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,6,0.975942,0.005369,0.977707,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,7,0.975367,0.006585,0.97615,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,8,0.977349,0.004757,0.976824,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,random,0.5,9,0.974674,0.008351,0.975128,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,0,0.924615,0.150917,0.976883,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,1,0.906005,0.130126,0.977775,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,2,0.928132,0.139804,0.975993,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,3,0.91352,0.16032,0.975709,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,4,0.911653,0.154775,0.977878,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,5,0.920902,0.155961,0.978452,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,6,0.910224,0.165492,0.975817,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,7,0.915185,0.151983,0.977058,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,8,0.913393,0.132487,0.977238,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,random,0.5,9,0.906857,0.144824,0.975844,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,0,0.924897,0.162324,0.977329,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,1,0.923831,0.131596,0.977654,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,2,0.92079,0.151969,0.980481,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,3,0.925717,0.131129,0.976151,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,4,0.916363,0.141017,0.975937,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,5,0.913949,0.164887,0.978069,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,6,0.916369,0.150398,0.978782,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,7,0.916296,0.145183,0.976956,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,8,0.917797,0.148012,0.977175,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,random,0.5,9,0.917245,0.150387,0.979051,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,0,0.902281,0.084188,0.977951,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,1,0.906773,0.083384,0.976677,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,2,0.909158,0.085349,0.97753,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,3,0.913494,0.078735,0.978613,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,4,0.899318,0.091198,0.980476,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,5,0.909496,0.084114,0.97704,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,6,0.912191,0.105109,0.979414,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,7,0.910606,0.084669,0.979049,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,8,0.913082,0.077236,0.979081,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,random,0.5,9,0.907243,0.094796,0.978174,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,0,0.975495,0.0,0.978542,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,1,0.981958,0.0,0.977937,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,2,0.981027,0.0,0.97785,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,3,0.978636,0.0,0.976543,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,4,0.976805,0.0,0.976615,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,5,0.97477,0.0,0.977379,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,6,0.978389,0.0,0.979132,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,7,0.979046,0.0,0.977071,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,8,0.977651,0.0,0.976633,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.1,9,0.977719,0.0,0.977063,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,0,0.970712,0.007237,0.976137,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,1,0.972231,0.006988,0.978722,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,2,0.970824,0.005162,0.978472,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,3,0.971072,0.00517,0.980431,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,4,0.971077,0.009201,0.977021,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,5,0.972884,0.005634,0.978066,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,6,0.969519,0.006288,0.976244,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,7,0.974122,0.007439,0.978363,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,8,0.97251,0.007484,0.977697,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.1,9,0.970704,0.006606,0.976243,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,0,0.970758,0.003143,0.979694,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,1,0.977608,0.001359,0.975685,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,2,0.977144,0.002056,0.977845,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,3,0.97432,0.000908,0.979753,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,4,0.975405,0.002223,0.977987,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,5,0.974386,0.004003,0.976308,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,6,0.972289,0.00315,0.976246,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,7,0.978541,0.00244,0.978224,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,8,0.975535,0.005342,0.978764,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.1,9,0.975735,0.0,0.977559,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,0,0.972854,0.004811,0.977884,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,1,0.980167,0.00337,0.977363,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,2,0.975121,0.002053,0.977604,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,3,0.976977,0.002884,0.97717,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,4,0.974378,0.002244,0.977829,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,5,0.976528,0.004298,0.979941,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,6,0.973709,0.002429,0.978066,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,7,0.973529,0.001098,0.977348,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,8,0.975156,0.004885,0.978058,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.1,9,0.975509,0.00171,0.978545,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,0,0.934865,0.085508,0.976752,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,1,0.924799,0.095983,0.975922,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,2,0.922196,0.110636,0.980174,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,3,0.928822,0.088727,0.977661,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,4,0.938344,0.098089,0.977753,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,5,0.930739,0.104816,0.980369,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,6,0.92672,0.097955,0.9783,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,7,0.933135,0.089432,0.977324,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,8,0.933952,0.112095,0.977262,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.1,9,0.92789,0.10556,0.97705,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,0,0.932271,0.102257,0.977,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,1,0.932325,0.099625,0.97669,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,2,0.940367,0.093561,0.97708,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,3,0.931338,0.089361,0.97581,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,4,0.925919,0.094953,0.975811,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,5,0.92473,0.100417,0.976912,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,6,0.926728,0.084841,0.97861,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,7,0.938431,0.096949,0.979153,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,8,0.928218,0.095239,0.97921,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.1,9,0.93005,0.117797,0.97901,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,0,0.916722,0.059196,0.981065,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,1,0.920425,0.065651,0.977908,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,2,0.919544,0.058319,0.978865,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,3,0.919791,0.07099,0.978444,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,4,0.910686,0.051179,0.978565,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,5,0.918552,0.061342,0.979855,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,6,0.917024,0.064777,0.979323,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,7,0.914792,0.057709,0.9795,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,8,0.912513,0.066368,0.97843,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.1,9,0.91236,0.065312,0.975641,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,0,0.976298,0.0,0.978384,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,1,0.976006,0.0,0.979051,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,2,0.976363,0.0,0.976932,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,3,0.977043,0.0,0.978489,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,4,0.979188,0.0,0.977976,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,5,0.977104,0.0,0.977884,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,6,0.976732,0.0,0.978455,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,7,0.97715,0.0,0.978046,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,8,0.979138,0.0,0.978652,2000
MS-MARCO-RBAC,8000000,8000000,Oracle,hub,0.2,9,0.974737,0.0,0.976672,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,0,0.972261,0.00719,0.978854,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,1,0.972322,0.006928,0.980245,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,2,0.974681,0.00626,0.975896,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,3,0.971478,0.009281,0.975436,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,4,0.971603,0.01117,0.980468,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,5,0.971506,0.01046,0.977991,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,6,0.973435,0.007963,0.978039,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,7,0.971121,0.009631,0.977668,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,8,0.976152,0.009233,0.975949,2000
MS-MARCO-RBAC,8000000,8000000,Lethe,hub,0.2,9,0.972424,0.009567,0.97799,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,0,0.977489,0.003036,0.97739,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,1,0.970664,0.0,0.978824,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,2,0.974699,0.003777,0.979399,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,3,0.975132,0.003681,0.975628,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,4,0.969765,0.005438,0.978675,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,5,0.972484,0.004229,0.98048,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,6,0.97514,0.002004,0.978365,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,7,0.973012,0.001953,0.97672,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,8,0.97411,0.001913,0.975267,2000
MS-MARCO-RBAC,8000000,8000000,Per-role-index,hub,0.2,9,0.97616,0.004124,0.976879,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,0,0.97471,0.002053,0.976881,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,1,0.975912,0.004959,0.978898,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,2,0.971501,0.003368,0.976056,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,3,0.972552,0.002721,0.979017,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,4,0.979751,0.001217,0.978173,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,5,0.975358,0.004341,0.977312,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,6,0.978519,0.003959,0.977927,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,7,0.974076,0.002105,0.977579,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,8,0.977102,0.004236,0.979204,2000
MS-MARCO-RBAC,8000000,8000000,Per-user-index,hub,0.2,9,0.976337,0.00249,0.977444,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,0,0.91601,0.116555,0.978916,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,1,0.93077,0.136493,0.977649,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,2,0.924086,0.14114,0.977326,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,3,0.925522,0.130024,0.981241,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,4,0.920379,0.120658,0.980055,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,5,0.919264,0.119133,0.977853,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,6,0.922102,0.145818,0.978691,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,7,0.919866,0.137774,0.975261,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,8,0.92027,0.13168,0.976314,2000
MS-MARCO-RBAC,8000000,8000000,Tombstone,hub,0.2,9,0.928237,0.124559,0.975676,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,0,0.932366,0.138511,0.979437,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,1,0.932623,0.141991,0.978332,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,2,0.916902,0.127227,0.977906,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,3,0.924834,0.117406,0.979714,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,4,0.930942,0.131278,0.975958,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,5,0.916435,0.135847,0.975633,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,6,0.930443,0.118189,0.979175,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,7,0.919799,0.130004,0.977963,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,8,0.923416,0.117899,0.976357,2000
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub,0.2,9,0.911997,0.144893,0.980428,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.2,0,0.920693,0.081501,0.981205,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.2,1,0.910708,0.076953,0.980437,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.2,2,0.913151,0.099849,0.976327,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.2,3,0.909918,0.097431,0.976738,2000
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,hub,0.2,4,0.91781,0.074107,0.979392,2000
