dataset,N,N_indexed,method,pattern,frac,seed,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,returned_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,latency_mean_ms,latency_p95_ms,latency_p99_ms,memory_ratio_vs_shared,revocation_throughput,compliance_window_s,build_time_s,update_time_ms,operational_leakage
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.4,7,0.0,0.31786101,0.43728779,0.47001713,0.0,0.213112,0.939047,7.567646,14.31739,19.547876,1.005487,86225.072,3496.021613,10.032,0.012861,0.30997525
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.4,8,0.0,0.32821817,0.38248589,0.46369031,0.0,0.227447,0.94003,8.13526,14.053329,20.080953,1.021092,87961.954,3661.415826,10.744,0.010595,0.30997449
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.4,9,0.0,0.30595257,0.43063601,0.48208788,0.0,0.217225,0.9414,8.043398,14.733224,19.816603,1.037209,86934.755,3582.334805,9.522,0.011629,0.30997993
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,0,0.0,0.08859253,0.11597729,0.12549664,0.0,0.091307,0.959459,8.955413,16.237878,22.807871,1.172359,24282.877,0.051273,9.46,0.041059,0.08684267
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,1,0.0,0.10149781,0.12921977,0.13835726,0.0,0.087111,0.95383,8.734307,15.969658,23.879882,1.178035,22780.359,0.05126,10.232,0.039286,0.09828606
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,2,0.0,0.09647966,0.13701615,0.15934587,0.0,0.080428,0.959882,8.496873,15.476528,21.895072,1.185006,23935.903,0.049063,10.842,0.0414,0.09745608
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,3,0.0,0.08644034,0.11028296,0.13584906,0.0,0.088374,0.962634,8.589686,16.300675,21.339755,1.168828,23676.007,0.052404,10.808,0.045803,0.08537689
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,4,0.0,0.09382734,0.1215593,0.13914507,0.0,0.089894,0.961082,8.729002,16.66408,22.806658,1.188364,23815.053,0.050894,9.581,0.042254,0.09163827
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,5,0.0,0.0900229,0.12129308,0.1382567,0.0,0.087319,0.96737,8.759989,17.738089,24.070452,1.186277,24817.542,0.049621,10.568,0.042183,0.08911442
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,6,0.0,0.09513661,0.12176975,0.13473472,0.0,0.085049,0.96223,8.705088,16.467376,23.673965,1.207903,25519.14,0.054623,10.66,0.041789,0.09121231
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,7,0.0,0.09554894,0.12977168,0.13766291,0.0,0.078673,0.96483,8.937144,16.238888,26.135635,1.180315,25073.639,0.049495,9.774,0.040003,0.09406279
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,8,0.0,0.10231292,0.1289948,0.15419928,0.0,0.086192,0.955679,8.537634,16.449814,23.417224,1.198684,22949.699,0.052014,10.985,0.041553,0.09955159
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,9,0.0,0.09142857,0.11636003,0.14099584,0.0,0.080351,0.961281,9.273961,16.504223,23.201898,1.18212,24128.586,0.050007,10.79,0.039696,0.08971678
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,0,0.0,0.07369507,0.10497122,0.10458981,0.0,0.070541,0.966176,8.7557,16.967651,22.411983,1.153748,24698.638,0.035155,10.882,0.036988,0.0737118
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,1,0.0,0.08493421,0.10633766,0.12257812,0.0,0.065477,0.959211,8.578011,16.628447,25.428189,1.154291,24970.21,0.041099,10.129,0.037588,0.08117933
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,2,0.0,0.07626052,0.09908336,0.10903288,0.0,0.074769,0.966262,8.432925,16.146098,23.087922,1.150059,26783.234,0.042065,10.555,0.038241,0.07376603
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,3,0.0,0.07159041,0.10045426,0.10488669,0.0,0.067399,0.963251,8.648173,16.827154,23.24597,1.156291,25979.102,0.038685,10.575,0.038403,0.07245589
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,4,0.0,0.07993236,0.10882019,0.12059661,0.0,0.075568,0.962617,8.624748,15.995363,23.791091,1.140677,25856.802,0.03964,9.858,0.039287,0.07949129
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,5,0.0,0.07858315,0.0983871,0.11468107,0.0,0.067949,0.963205,8.483641,16.951764,22.405353,1.165668,26327.846,0.042247,10.0,0.037452,0.07639376
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,6,0.0,0.07598678,0.10502283,0.12545532,0.0,0.068591,0.963555,8.738103,14.994073,23.364535,1.146691,26540.718,0.040843,9.645,0.036148,0.0758347
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,7,0.0,0.07986154,0.10240805,0.11669203,0.0,0.069766,0.962903,8.884198,15.665204,21.84561,1.150142,25662.561,0.039063,9.842,0.039113,0.07760822
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,8,0.0,0.07352837,0.10287593,0.09737685,0.0,0.066071,0.963337,8.553139,15.002286,22.707618,1.145311,24882.106,0.040298,9.969,0.037297,0.07196668
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,9,0.0,0.07648327,0.09602503,0.10782207,0.0,0.071406,0.959125,8.976173,16.373693,21.574932,1.135216,26001.0,0.039931,10.199,0.039467,0.07249205
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,0,0.0,0.15676572,0.20650279,0.24196277,0.0,0.129957,0.956535,8.764643,16.894037,23.393568,1.09259,17011.0,7.959654,10.7,0.058785,0.15483256
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,1,0.0,0.17157263,0.20415246,0.22872502,0.0,0.126121,0.956397,8.36674,15.197982,22.286414,1.083096,17011.0,7.159762,9.6,0.058785,0.15993756
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,2,0.0,0.16280042,0.21358013,0.23032861,0.0,0.129568,0.953095,8.756952,15.206951,20.593166,1.081568,17011.0,8.853381,10.699,0.058785,0.15771416
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,3,0.0,0.16662958,0.2127733,0.23620904,0.0,0.126993,0.952714,9.00091,14.818648,23.630943,1.082385,17011.0,8.009969,9.981,0.058785,0.16151295
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,4,0.0,0.1560771,0.21136131,0.25334644,0.0,0.11851,0.955943,8.419855,15.512291,23.04883,1.076108,17011.0,8.052371,9.404,0.058785,0.15684765
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,5,0.0,0.16811286,0.22316963,0.25286467,0.0,0.13072,0.955955,8.77067,14.896943,21.803902,1.065815,17011.0,7.876888,10.22,0.058785,0.16713322
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,6,0.0,0.1687822,0.23067441,0.23634963,0.0,0.127671,0.957652,8.484824,15.839263,22.513149,1.079498,17011.0,8.191161,9.934,0.058785,0.16435355
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,7,0.0,0.17588179,0.20291348,0.26213817,0.0,0.13149,0.951722,8.791224,16.210287,23.764871,1.074217,17011.0,7.115805,9.553,0.058785,0.16559618
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,8,0.0,0.16580877,0.21012098,0.2470883,0.0,0.130889,0.956655,7.975902,15.925937,20.18768,1.079142,17011.0,8.246375,9.861,0.058785,0.16309157
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,9,0.0,0.18065557,0.22922201,0.24615267,0.0,0.118119,0.953588,8.426896,15.12067,21.06283,1.088519,17011.0,8.276748,10.117,0.058785,0.17137104
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.047861,0.946761,9.969878,17.742831,28.136233,0.973533,2461.0,0.113668,9.995,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.047961,0.943475,9.771756,18.893767,27.206396,0.968837,2461.0,0.123508,10.403,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.052252,0.942669,9.911524,19.486024,25.451454,0.965224,2461.0,0.120181,10.581,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.049275,0.94037,10.194951,18.31583,27.929093,0.973016,2461.0,0.123196,10.143,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.044336,0.941294,9.622968,18.841751,28.21812,0.943965,2461.0,0.122901,10.428,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.051532,0.944492,10.110776,18.731075,27.282257,0.963137,2461.0,0.118559,10.04,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.044893,0.947316,10.173739,17.421503,24.902565,0.96697,2461.0,0.117331,10.449,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.051632,0.94791,9.725295,17.154914,27.173474,0.95626,2461.0,0.125269,9.635,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.046845,0.944291,10.104151,20.016376,25.316756,0.983869,2461.0,0.11529,10.954,0.406339,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.047679,0.945895,9.755296,17.780168,23.461761,0.961089,2461.0,0.119605,9.802,0.406339,0.0
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,0,0.0,0.12366298,0.15242394,0.17738998,0.0,0.094571,0.966855,9.331104,16.421114,24.448293,1.052297,10931.0,207.185029,10.967,0.091483,0.11746945
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,1,0.0,0.12119373,0.15368976,0.18668311,0.0,0.100248,0.9643,8.998467,16.559558,22.937808,1.066459,10931.0,217.260797,10.326,0.091483,0.11658803
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,2,0.0,0.10572106,0.13846018,0.16275918,0.0,0.101438,0.968836,9.728297,17.020702,26.667364,1.05946,10931.0,229.012855,8.513,0.091483,0.10457934
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,3,0.0,0.11072797,0.13104687,0.14863339,0.0,0.100323,0.968204,8.517914,16.9873,23.526505,1.053354,10931.0,234.433631,9.971,0.091483,0.10341054
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,4,0.0,0.11042489,0.14028363,0.15201708,0.0,0.098749,0.962291,9.55669,16.660553,22.906888,1.053477,10931.0,218.163411,9.235,0.091483,0.10588379
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,5,0.0,0.10096008,0.1424279,0.14589224,0.0,0.092575,0.961443,9.527781,17.315115,23.199753,1.082818,10931.0,224.49508,9.59,0.091483,0.09946216
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,6,0.0,0.10544989,0.13706934,0.15462007,0.0,0.096985,0.963969,9.43069,15.940585,25.133515,1.071035,10931.0,216.748268,10.123,0.091483,0.10361661
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,7,0.0,0.11979595,0.14921557,0.15169256,0.0,0.093881,0.966451,9.56807,16.899972,23.553191,1.052732,10931.0,219.182912,9.724,0.091483,0.1119159
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,8,0.0,0.09961442,0.14350289,0.17040816,0.0,0.100979,0.964443,9.355584,16.589356,25.600848,1.047536,10931.0,204.961749,10.046,0.091483,0.10317389
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,9,0.0,0.10740382,0.1428487,0.16645189,0.0,0.10315,0.964761,9.052735,17.00832,23.595695,1.039522,10931.0,211.324599,10.681,0.091483,0.10651725
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.013533,0.980514,7.658794,13.25882,20.346131,37.534008,4000.0,0.077239,20.842,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.013737,0.975964,7.377435,14.030703,21.303844,37.91059,4000.0,0.081884,21.209,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.00887,0.979146,7.062115,12.796358,19.448981,37.934311,4000.0,0.077193,20.164,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.009205,0.983013,7.683776,13.508163,20.308253,37.400012,4000.0,0.080294,18.55,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.010273,0.977378,7.492376,14.394676,20.821379,38.495471,4000.0,0.077606,19.91,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.003117,0.975561,7.589932,13.771102,21.31199,37.394293,4000.0,0.084264,22.703,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.011882,0.974973,7.145709,14.327145,18.662312,38.242218,4000.0,0.077883,20.255,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.003812,0.980247,7.366715,14.049287,20.388216,37.645372,4000.0,0.079639,20.51,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.008762,0.97836,7.596558,13.509809,20.80553,37.988851,4000.0,0.077322,21.997,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.002011,0.981906,7.401297,12.977453,19.970294,38.336091,4000.0,0.080884,21.261,0.25,0.0
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.005504,0.975345,7.509143,14.161605,20.760422,3031.719337,3659.883,0.061504,47.306,0.289486,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.001087,0.980852,7.498506,13.420058,20.477076,3041.143394,3236.707,0.060664,45.83,0.286148,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.004267,0.968619,7.528462,13.917633,20.646906,3024.065179,3515.472,0.063167,50.146,0.285374,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.004511,0.976002,7.376331,14.234814,20.083094,3054.369008,3397.463,0.064436,53.803,0.317075,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.979767,7.479627,15.628223,18.669104,3004.089305,3582.654,0.059465,49.82,0.276584,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.005472,0.979102,7.303369,13.17918,21.304901,2953.286378,3712.91,0.05955,45.66,0.288372,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.002904,0.978043,7.38745,14.519739,21.288969,2975.611659,3645.693,0.059794,46.193,0.289392,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.004413,0.973463,7.308929,13.680414,20.353434,2955.531594,3251.134,0.057316,43.762,0.282574,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.007985,0.981457,7.826215,13.034993,20.516837,2987.256682,3386.564,0.062603,49.268,0.280139,
LegalBench-RAG,1200000,1200000,Per-user-index,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.978401,7.622777,14.433596,21.75932,2964.395826,3329.235,0.061804,51.045,0.257539,
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.015653,0.970208,7.837597,16.08938,21.4632,1.096244,49975.0,0.006061,11.044,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.016122,0.977521,8.610402,15.39878,21.697156,1.098319,49975.0,0.005558,10.195,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.006803,0.981256,8.260489,14.744307,22.815106,1.106316,49975.0,0.005909,10.535,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.007782,0.975501,8.658944,15.958711,23.461911,1.101325,49975.0,0.005986,11.218,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.013864,0.974834,8.851426,15.497025,23.135016,1.110581,49975.0,0.005604,10.488,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.009939,0.973879,8.318925,15.810503,23.335838,1.101478,49975.0,0.00584,10.616,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.012486,0.975056,8.383282,14.930031,21.52609,1.102148,49975.0,0.005889,10.655,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.007528,0.979602,8.400929,15.470748,22.749706,1.108234,49975.0,0.006155,11.365,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.009825,0.975173,8.458175,16.036987,22.104904,1.0953,49975.0,0.005732,9.282,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.014584,0.97585,8.059334,15.249219,21.774443,1.093049,49975.0,0.006294,10.473,0.02001,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.067919,0.92855,7.570549,13.987031,20.644383,1.034048,36403.408,0.004859,9.921,0.021941,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.06474,0.924224,7.659389,14.69284,20.486544,1.015767,42313.833,0.005218,11.003,0.025957,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.06565,0.922156,7.745609,13.848525,22.052737,1.035803,42856.664,0.004754,9.82,0.024799,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.075711,0.923096,7.452358,14.709786,21.673914,1.013924,37780.618,0.004804,9.974,0.025686,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.069245,0.925463,7.61341,13.504102,19.365214,1.032155,40018.83,0.005227,10.515,0.025743,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.075415,0.921818,7.665783,14.436765,23.499475,1.014531,41362.607,0.005271,9.816,0.022805,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.072124,0.92347,7.920965,14.808775,18.099623,1.016208,41406.573,0.004857,10.706,0.023477,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.066471,0.925473,7.448523,14.574844,19.057883,1.028736,40320.173,0.005116,10.124,0.024217,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.061184,0.926295,7.931813,15.658871,20.202557,1.028433,39105.553,0.004962,10.147,0.023865,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.070197,0.925929,7.481279,14.410381,20.915937,1.012906,41595.065,0.0051,10.608,0.026576,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,0,0.0,0.30041982,0.38580718,0.38112922,0.0,0.19051,0.954064,7.750328,14.42033,20.683467,1.029139,42755.064,0.005217,10.03,0.021734,0.28775432
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,1,0.0,0.29833351,0.39426129,0.43962234,0.0,0.189874,0.950389,7.760842,13.776781,18.701629,1.027069,45588.254,0.005035,9.534,0.023074,0.28884288
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,2,0.0,0.28596985,0.38613997,0.4426787,0.0,0.199063,0.952836,7.516462,14.158964,20.278897,1.044927,43591.342,0.004752,9.857,0.021837,0.2882091
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,3,0.0,0.29314248,0.39684428,0.44123105,0.0,0.192978,0.953766,7.452724,15.636117,18.879079,1.020463,42861.611,0.005024,10.145,0.020933,0.2884247
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,4,0.0,0.29405882,0.40174789,0.38746095,0.0,0.188872,0.957257,7.711609,13.486269,22.233609,1.025398,48502.476,0.005038,9.678,0.020189,0.28745083
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,5,0.0,0.29720546,0.39138141,0.43096977,0.0,0.195589,0.959469,7.379624,14.667786,19.876919,1.024029,47180.036,0.005042,9.812,0.02137,0.29430174
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,6,0.0,0.29498719,0.39715414,0.44044174,0.0,0.186503,0.958662,7.507381,14.221038,19.104908,1.00265,48247.351,0.005167,10.406,0.021565,0.29117593
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,7,0.0,0.28729672,0.36610867,0.42595094,0.0,0.190749,0.956018,7.395279,13.996413,18.167377,1.027674,46127.507,0.004646,9.302,0.023954,0.28003251
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,8,0.0,0.30168191,0.3573978,0.42063549,0.0,0.189617,0.952908,7.989865,13.900674,21.254177,1.031492,45434.981,0.005225,9.618,0.022895,0.28503485
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.4,9,0.0,0.30026653,0.38931963,0.43531054,0.0,0.188387,0.955045,8.043376,13.178713,20.774253,1.048703,42334.67,0.00487,10.111,0.022161,0.29312113
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.979914,7.508261,13.447518,17.909555,0.998634,1120.472,582.362418,10.012,0.826434,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.984583,7.469998,14.657627,19.693125,0.985348,1200.093,649.790433,10.215,0.840792,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.983431,7.632857,13.476037,22.056185,0.995358,1300.742,603.586776,9.452,0.773762,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.979817,7.214824,14.62909,18.902516,1.006191,1190.387,616.026169,10.42,0.840273,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.982492,6.966276,14.416101,20.728797,0.992832,1110.746,569.15783,9.222,0.795307,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.986502,7.348261,13.234098,19.738961,1.002783,1147.914,554.990138,10.402,0.863607,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.976507,7.679428,13.11869,17.208109,0.994184,1232.002,586.814609,9.138,0.8553,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.980064,7.348056,13.767789,19.209007,0.993722,1180.471,588.925489,9.416,0.824834,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.982918,7.388544,12.627669,20.752702,1.017077,1182.694,620.737221,10.653,0.781834,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.978287,7.442088,13.719636,19.110048,1.011705,1136.036,570.016101,9.809,0.831505,0.0
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,0,0.0,0.32311372,0.3944554,0.51110749,0.0,0.240949,0.940215,7.477095,13.7257,22.189613,1.025606,95077.0,3848.246855,9.702,0.010518,0.30998183
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,1,0.0,0.32381131,0.39623597,0.4817695,0.0,0.233269,0.938205,7.456737,14.863846,21.579242,1.015429,95077.0,3674.505372,9.104,0.010518,0.30997805
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,2,0.0,0.3045459,0.42612935,0.53791546,0.0,0.241244,0.940781,7.184717,14.053905,17.342769,1.006842,95077.0,3623.503324,10.255,0.010518,0.30997127
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,3,0.0,0.32064019,0.41786261,0.41865948,0.0,0.2483,0.93765,7.366006,14.54268,21.830185,1.011857,95077.0,3728.130202,11.401,0.010518,0.3099853
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,4,0.0,0.33684256,0.39476682,0.42089278,0.0,0.246644,0.940608,7.525244,13.334214,20.508318,1.024443,95077.0,3370.352518,10.662,0.010518,0.30998322
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,5,0.0,0.30600493,0.42214533,0.50098898,0.0,0.242215,0.942894,7.438576,13.542612,18.510831,1.013565,95077.0,3619.770634,10.594,0.010518,0.309981
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,6,0.0,0.31349931,0.42571059,0.48472554,0.0,0.248665,0.937286,7.69959,13.820765,18.503576,0.993145,95077.0,3921.605127,9.785,0.010518,0.30998106
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,7,0.0,0.30994469,0.41708293,0.49840327,0.0,0.245841,0.940181,7.443568,13.4028,19.171941,1.001463,95077.0,3800.011746,9.388,0.010518,0.30998911
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,8,0.0,0.32785301,0.40517713,0.44219378,0.0,0.241089,0.943067,7.020924,12.860103,18.817605,1.018384,95077.0,3530.714558,9.806,0.010518,0.30997649
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,9,0.0,0.31597733,0.41368311,0.43907371,0.0,0.247536,0.942267,7.494476,13.349638,19.124416,1.010434,95077.0,3667.203473,9.746,0.010518,0.30997529
